revenue_detail_id,revenue_section_id,revenue_item_key,fiscal_year,account_code,account_name,kan_code,kan_name,kou_code,kou_name,moku_code,moku_name,setsu_code,setsu_name,saisetsu_code,saisetsu_name,department_display_name,source_funding_category_name,funding_nature,previous_amount_thousand_yen,current_amount_thousand_yen,diff_amount_thousand_yen,is_zero_amount,related_program_count,source_file,source_row_number
rd_2026_general_revenue_12_01_01_11_02_2235100000,rs_2026_general_revenue_12_01_01_11,2026_general_revenue_12_01_01,2026,general,一般会計,12,使用料及手数料,01,使用料,01,総務使用料,11,地区会館,02,北沢地域地区会館,北沢総合支所 地域振興課,使用料,specific,13755,16164,2409,false,1,ippansainyu.csv,16781
rd_2026_general_revenue_12_01_01_11_03_2335100000,rs_2026_general_revenue_12_01_01_11,2026_general_revenue_12_01_01,2026,general,一般会計,12,使用料及手数料,01,使用料,01,総務使用料,11,地区会館,03,玉川地域地区会館,玉川総合支所 地域振興課,使用料,specific,25300,29000,3700,false,1,ippansainyu.csv,16808
rd_2026_general_revenue_12_01_01_11_04_2435100000,rs_2026_general_revenue_12_01_01_11,2026_general_revenue_12_01_01,2026,general,一般会計,12,使用料及手数料,01,使用料,01,総務使用料,11,地区会館,04,砧地域地区会館,砧総合支所 地域振興課,使用料,specific,13928,16408,2480,false,1,ippansainyu.csv,16838
rd_2026_general_revenue_12_01_01_11_05_2535100000,rs_2026_general_revenue_12_01_01_11,2026_general_revenue_12_01_01,2026,general,一般会計,12,使用料及手数料,01,使用料,01,総務使用料,11,地区会館,05,烏山地域地区会館,烏山総合支所 地域振興課,使用料,specific,3795,4342,547,false,1,ippansainyu.csv,16870
rd_2026_general_revenue_12_01_01_12_01_2135100000,rs_2026_general_revenue_12_01_01_12,2026_general_revenue_12_01_01,2026,general,一般会計,12,使用料及手数料,01,使用料,01,総務使用料,12,区民集会所,01,世田谷地域区民集会所,世田谷総合支所 地域振興課,使用料,specific,12466,15693,3227,false,1,ippansainyu.csv,16750
rd_2026_general_revenue_12_01_01_12_02_2235100000,rs_2026_general_revenue_12_01_01_12,2026_general_revenue_12_01_01,2026,general,一般会計,12,使用料及手数料,01,使用料,01,総務使用料,12,区民集会所,02,北沢地域区民集会所,北沢総合支所 地域振興課,使用料,specific,10523,12376,1853,false,1,ippansainyu.csv,16782
rd_2026_general_revenue_12_01_01_12_03_2335100000,rs_2026_general_revenue_12_01_01_12,2026_general_revenue_12_01_01,2026,general,一般会計,12,使用料及手数料,01,使用料,01,総務使用料,12,区民集会所,03,玉川地域区民集会所,玉川総合支所 地域振興課,使用料,specific,8050,8300,250,false,1,ippansainyu.csv,16809
rd_2026_general_revenue_12_01_01_12_04_2435100000,rs_2026_general_revenue_12_01_01_12,2026_general_revenue_12_01_01,2026,general,一般会計,12,使用料及手数料,01,使用料,01,総務使用料,12,区民集会所,04,砧地域区民集会所,砧総合支所 地域振興課,使用料,specific,10508,11865,1357,false,1,ippansainyu.csv,16839
rd_2026_general_revenue_12_01_01_12_05_2535100000,rs_2026_general_revenue_12_01_01_12,2026_general_revenue_12_01_01,2026,general,一般会計,12,使用料及手数料,01,使用料,01,総務使用料,12,区民集会所,05,烏山地域区民集会所,烏山総合支所 地域振興課,使用料,specific,3864,4456,592,false,1,ippansainyu.csv,16871
rd_2026_general_revenue_12_01_01_13_01_3405400000,rs_2026_general_revenue_12_01_01_13,2026_general_revenue_12_01_01,2026,general,一般会計,12,使用料及手数料,01,使用料,01,総務使用料,13,文化施設,01,美術館,生活文化政策部 文化・国際課,使用料,specific,10934,13516,2582,false,1,ippansainyu.csv,17046
rd_2026_general_revenue_12_01_01_13_02_3405400000,rs_2026_general_revenue_12_01_01_13,2026_general_revenue_12_01_01,2026,general,一般会計,12,使用料及手数料,01,使用料,01,総務使用料,13,文化施設,02,文学館,生活文化政策部 文化・国際課,使用料,specific,504,748,244,false,1,ippansainyu.csv,17047
rd_2026_general_revenue_12_01_01_13_03_3405400000,rs_2026_general_revenue_12_01_01_13,2026_general_revenue_12_01_01,2026,general,一般会計,12,使用料及手数料,01,使用料,01,総務使用料,13,文化施設,03,文化生活情報センター,生活文化政策部 文化・国際課,使用料,specific,3282,3346,64,false,1,ippansainyu.csv,17048
rd_2026_general_revenue_12_01_01_15_02_2435100000,rs_2026_general_revenue_12_01_01_15,2026_general_revenue_12_01_01,2026,general,一般会計,12,使用料及手数料,01,使用料,01,総務使用料,15,区役所駐車場,02,砧総合支所駐車場,砧総合支所 地域振興課,使用料,specific,5565,5381,-184,false,1,ippansainyu.csv,16840
rd_2026_general_revenue_12_01_01_16_02_3445550000,rs_2026_general_revenue_12_01_01_16,2026_general_revenue_12_01_01,2026,general,一般会計,12,使用料及手数料,01,使用料,01,総務使用料,16,スポーツ施設,02,地域体育館・地区体育室,スポーツ推進部 スポーツ施設課,使用料,specific,22406,21346,-1060,false,1,ippansainyu.csv,17112
rd_2026_general_revenue_12_01_01_17_02_3405350000,rs_2026_general_revenue_12_01_01_17,2026_general_revenue_12_01_01,2026,general,一般会計,12,使用料及手数料,01,使用料,01,総務使用料,17,生涯現役施設,02,土と農の交流園,生活文化政策部 市民活動推進課,使用料,specific,1,1,0,false,1,ippansainyu.csv,17008
rd_2026_general_revenue_12_01_01_17_04_3405350000,rs_2026_general_revenue_12_01_01_17,2026_general_revenue_12_01_01,2026,general,一般会計,12,使用料及手数料,01,使用料,01,総務使用料,17,生涯現役施設,04,敬老会館・高齢者集会所,生活文化政策部 市民活動推進課,使用料,specific,4573,4789,216,false,1,ippansainyu.csv,17009
rd_2026_general_revenue_12_01_01_17_05_3405350000,rs_2026_general_revenue_12_01_01_17,2026_general_revenue_12_01_01,2026,general,一般会計,12,使用料及手数料,01,使用料,01,総務使用料,17,生涯現役施設,05,支えあい活動拠点,生活文化政策部 市民活動推進課,使用料,specific,274,311,37,false,1,ippansainyu.csv,17010
rd_2026_general_revenue_12_01_01_17_06_3405350000,rs_2026_general_revenue_12_01_01_17,2026_general_revenue_12_01_01,2026,general,一般会計,12,使用料及手数料,01,使用料,01,総務使用料,17,生涯現役施設,06,陶芸教室,生活文化政策部 市民活動推進課,使用料,specific,4,4,0,false,1,ippansainyu.csv,17011
rd_2026_general_revenue_12_01_01_17_07_3405350000,rs_2026_general_revenue_12_01_01_17,2026_general_revenue_12_01_01,2026,general,一般会計,12,使用料及手数料,01,使用料,01,総務使用料,17,生涯現役施設,07,健康増進・交流施設,生活文化政策部 市民活動推進課,使用料,specific,2091,1952,-139,false,1,ippansainyu.csv,17012
rd_2026_general_revenue_12_01_02_02_02_3665200000,rs_2026_general_revenue_12_01_02_02,2026_general_revenue_12_01_02,2026,general,一般会計,12,使用料及手数料,01,使用料,02,民生使用料,02,民生施設,02,児童館,子ども・若者部 児童課,使用料,specific,1840,1840,0,false,1,ippansainyu.csv,18014
rd_2026_general_revenue_12_01_02_02_03_3665580000,rs_2026_general_revenue_12_01_02_02,2026_general_revenue_12_01_02,2026,general,一般会計,12,使用料及手数料,01,使用料,02,民生使用料,02,民生施設,03,保育園,子ども・若者部 保育課,使用料,specific,189,68,-121,false,1,ippansainyu.csv,18186
rd_2026_general_revenue_12_01_02_02_12_3655200000,rs_2026_general_revenue_12_01_02_02,2026_general_revenue_12_01_02,2026,general,一般会計,12,使用料及手数料,01,使用料,02,民生使用料,02,民生施設,12,障害者休養ホームひまわり荘,障害福祉部 障害地域生活課,使用料,specific,547,776,229,false,1,ippansainyu.csv,17830
rd_2026_general_revenue_12_01_02_02_17_3665500000,rs_2026_general_revenue_12_01_02_02,2026_general_revenue_12_01_02,2026,general,一般会計,12,使用料及手数料,01,使用料,02,民生使用料,02,民生施設,17,母子生活支援施設,子ども・若者部 子ども家庭課,使用料,specific,9,4,-5,false,1,ippansainyu.csv,18049
rd_2026_general_revenue_12_01_02_02_29_3645100000,rs_2026_general_revenue_12_01_02_02,2026_general_revenue_12_01_02,2026,general,一般会計,12,使用料及手数料,01,使用料,02,民生使用料,02,民生施設,29,高齢者在宅サービスセンター（開放分）,高齢福祉部 高齢福祉課,使用料,specific,571,557,-14,false,1,ippansainyu.csv,17477
rd_2026_general_revenue_12_01_02_02_31_3645100000,rs_2026_general_revenue_12_01_02_02,2026_general_revenue_12_01_02,2026,general,一般会計,12,使用料及手数料,01,使用料,02,民生使用料,02,民生施設,31,梅丘高齢者在宅サービスセンター,高齢福祉部 高齢福祉課,使用料,specific,5490,5463,-27,false,1,ippansainyu.csv,17478
rd_2026_general_revenue_12_01_02_02_34_3655200000,rs_2026_general_revenue_12_01_02_02,2026_general_revenue_12_01_02,2026,general,一般会計,12,使用料及手数料,01,使用料,02,民生使用料,02,民生施設,34,奥沢福祉園,障害福祉部 障害地域生活課,使用料,specific,3,5,2,false,1,ippansainyu.csv,17831
rd_2026_general_revenue_12_01_02_02_36_3665580000,rs_2026_general_revenue_12_01_02_02,2026_general_revenue_12_01_02,2026,general,一般会計,12,使用料及手数料,01,使用料,02,民生使用料,02,民生施設,36,私立保育園,子ども・若者部 保育課,使用料,specific,3041,2741,-300,false,1,ippansainyu.csv,18187
rd_2026_general_revenue_12_01_02_02_38_3665500000,rs_2026_general_revenue_12_01_02_02,2026_general_revenue_12_01_02,2026,general,一般会計,12,使用料及手数料,01,使用料,02,民生使用料,02,民生施設,38,子育てステーション,子ども・若者部 子ども家庭課,使用料,specific,6523,6642,119,false,1,ippansainyu.csv,18050
rd_2026_general_revenue_12_01_02_02_39_3655200000,rs_2026_general_revenue_12_01_02_02,2026_general_revenue_12_01_02,2026,general,一般会計,12,使用料及手数料,01,使用料,02,民生使用料,02,民生施設,39,生活寮,障害福祉部 障害地域生活課,使用料,specific,1110,1162,52,false,1,ippansainyu.csv,17832
rd_2026_general_revenue_12_01_02_02_40_3655200000,rs_2026_general_revenue_12_01_02_02,2026_general_revenue_12_01_02,2026,general,一般会計,12,使用料及手数料,01,使用料,02,民生使用料,02,民生施設,40,身体障害者自立体験ホーム,障害福祉部 障害地域生活課,使用料,specific,1412,1499,87,false,1,ippansainyu.csv,17833
rd_2026_general_revenue_12_01_02_02_46_3655200000,rs_2026_general_revenue_12_01_02_02,2026_general_revenue_12_01_02,2026,general,一般会計,12,使用料及手数料,01,使用料,02,民生使用料,02,民生施設,46,ＣＡＴＶ使用料,障害福祉部 障害地域生活課,使用料,specific,22,23,1,false,1,ippansainyu.csv,17834
rd_2026_general_revenue_12_01_02_02_51_3655200000,rs_2026_general_revenue_12_01_02_02,2026_general_revenue_12_01_02,2026,general,一般会計,12,使用料及手数料,01,使用料,02,民生使用料,02,民生施設,51,砧工房分場キタミ・クリーンファーム,障害福祉部 障害地域生活課,使用料,specific,214,0,-214,true,0,ippansainyu.csv,17835
rd_2026_general_revenue_12_01_02_02_54_3655200000,rs_2026_general_revenue_12_01_02_02,2026_general_revenue_12_01_02,2026,general,一般会計,12,使用料及手数料,01,使用料,02,民生使用料,02,民生施設,54,緊急一時保護（ひまわり荘）,障害福祉部 障害地域生活課,使用料,specific,46,46,0,false,1,ippansainyu.csv,17836
rd_2026_general_revenue_12_01_02_02_55_3655200000,rs_2026_general_revenue_12_01_02_02,2026_general_revenue_12_01_02,2026,general,一般会計,12,使用料及手数料,01,使用料,02,民生使用料,02,民生施設,55,北烏山三丁目障害者施設,障害福祉部 障害地域生活課,使用料,specific,0,199,199,false,1,ippansainyu.csv,17837
rd_2026_general_revenue_12_01_02_02_56_3655200000,rs_2026_general_revenue_12_01_02_02,2026_general_revenue_12_01_02,2026,general,一般会計,12,使用料及手数料,01,使用料,02,民生使用料,02,民生施設,56,駒沢生活実習所,障害福祉部 障害地域生活課,使用料,specific,213,222,9,false,1,ippansainyu.csv,17838
rd_2026_general_revenue_12_01_02_02_57_3665150000,rs_2026_general_revenue_12_01_02_02,2026_general_revenue_12_01_02,2026,general,一般会計,12,使用料及手数料,01,使用料,02,民生使用料,02,民生施設,57,池之上青少年交流センター,子ども・若者部 子ども・若者支援課,使用料,specific,346,396,50,false,1,ippansainyu.csv,17938
rd_2026_general_revenue_12_01_02_02_58_3665150000,rs_2026_general_revenue_12_01_02_02,2026_general_revenue_12_01_02,2026,general,一般会計,12,使用料及手数料,01,使用料,02,民生使用料,02,民生施設,58,野毛青少年交流センター,子ども・若者部 子ども・若者支援課,使用料,specific,21,27,6,false,1,ippansainyu.csv,17939
rd_2026_general_revenue_12_01_02_02_60_3665570000,rs_2026_general_revenue_12_01_02_02,2026_general_revenue_12_01_02,2026,general,一般会計,12,使用料及手数料,01,使用料,02,民生使用料,02,民生施設,60,産後ケアセンター,子ども・若者部 児童相談支援課,使用料,specific,11961,11523,-438,false,1,ippansainyu.csv,18130
rd_2026_general_revenue_12_01_02_02_63_3595150000,rs_2026_general_revenue_12_01_02_02,2026_general_revenue_12_01_02,2026,general,一般会計,12,使用料及手数料,01,使用料,02,民生使用料,02,民生施設,63,保健医療福祉総合プラザ,保健福祉政策部 保福推進課,使用料,specific,7466,10375,2909,false,1,ippansainyu.csv,17257
rd_2026_general_revenue_12_01_02_02_66_3645100000,rs_2026_general_revenue_12_01_02_02,2026_general_revenue_12_01_02,2026,general,一般会計,12,使用料及手数料,01,使用料,02,民生使用料,02,民生施設,66,一時生活援助施設,高齢福祉部 高齢福祉課,使用料,specific,1080,637,-443,false,1,ippansainyu.csv,17479
rd_2026_general_revenue_12_01_02_02_67_3645100000,rs_2026_general_revenue_12_01_02_02,2026_general_revenue_12_01_02,2026,general,一般会計,12,使用料及手数料,01,使用料,02,民生使用料,02,民生施設,67,南烏山四丁目高齢者施設,高齢福祉部 高齢福祉課,使用料,specific,22,23,1,false,1,ippansainyu.csv,17480
rd_2026_general_revenue_12_01_02_02_68_3665150000,rs_2026_general_revenue_12_01_02_02,2026_general_revenue_12_01_02,2026,general,一般会計,12,使用料及手数料,01,使用料,02,民生使用料,02,民生施設,68,希望丘青少年交流センター,子ども・若者部 子ども・若者支援課,使用料,specific,1,1,0,false,1,ippansainyu.csv,17940
rd_2026_general_revenue_12_01_02_02_73_3595200000,rs_2026_general_revenue_12_01_02_02,2026_general_revenue_12_01_02,2026,general,一般会計,12,使用料及手数料,01,使用料,02,民生使用料,02,民生施設,73,北沢ボランティアビューロー,保健福祉政策部 生活福祉課,使用料,specific,22,0,-22,true,0,ippansainyu.csv,17275
rd_2026_general_revenue_12_01_02_02_74_3665150000,rs_2026_general_revenue_12_01_02_02,2026_general_revenue_12_01_02,2026,general,一般会計,12,使用料及手数料,01,使用料,02,民生使用料,02,民生施設,74,利用者実費負担（野毛青少年交流センター）,子ども・若者部 子ども・若者支援課,使用料,specific,116,133,17,false,1,ippansainyu.csv,17941
rd_2026_general_revenue_12_01_02_02_75_3665150000,rs_2026_general_revenue_12_01_02_02,2026_general_revenue_12_01_02,2026,general,一般会計,12,使用料及手数料,01,使用料,02,民生使用料,02,民生施設,75,利用者実費負担（希望丘青少年交流センター）,子ども・若者部 子ども・若者支援課,使用料,specific,28,14,-14,false,1,ippansainyu.csv,17942
rd_2026_general_revenue_12_01_02_03_02_3815450000,rs_2026_general_revenue_12_01_02_03,2026_general_revenue_12_01_02,2026,general,一般会計,12,使用料及手数料,01,使用料,02,民生使用料,03,高齢者住宅,02,高齢者集合住宅,都市整備政策部 住宅課,使用料,specific,8783,6502,-2281,false,1,ippansainyu.csv,18540
rd_2026_general_revenue_12_01_02_03_05_3645100000,rs_2026_general_revenue_12_01_02_03,2026_general_revenue_12_01_02,2026,general,一般会計,12,使用料及手数料,01,使用料,02,民生使用料,03,高齢者住宅,05,認知症高齢者グループホーム,高齢福祉部 高齢福祉課,使用料,specific,2277,2410,133,false,1,ippansainyu.csv,17481
rd_2026_general_revenue_12_01_03_01_10_3785700000,rs_2026_general_revenue_12_01_03_01,2026_general_revenue_12_01_03,2026,general,一般会計,12,使用料及手数料,01,使用料,03,衛生使用料,01,保健所,10,食品従事者検便,世田谷保健所 生活保健課,使用料,specific,2940,2940,0,false,1,ippansainyu.csv,18504
rd_2026_general_revenue_12_01_03_01_11_2165300000,rs_2026_general_revenue_12_01_03_01,2026_general_revenue_12_01_03,2026,general,一般会計,12,使用料及手数料,01,使用料,03,衛生使用料,01,保健所,11,健康相談（世田谷）,世田谷総合支所 健康づくり課,使用料,specific,197,197,0,false,1,ippansainyu.csv,16774
rd_2026_general_revenue_12_01_03_01_12_2265300000,rs_2026_general_revenue_12_01_03_01,2026_general_revenue_12_01_03,2026,general,一般会計,12,使用料及手数料,01,使用料,03,衛生使用料,01,保健所,12,健康相談（北沢）,北沢総合支所 健康づくり課,使用料,specific,187,191,4,false,1,ippansainyu.csv,16799
