budget_program_identity_id,fiscal_year,account_code,account_name,budget_item_key,display_program_name,normalized_program_name,department_name,normalized_department_name,candidate_budget_book_pages,total_amount_thousand_yen,member_group_count,source_type
bpi_ae1bb5a9c82cf898d879f22b0a23a439fb2bc610a77d55abad9cd65b34921fac,2026,general,一般会計,2026_general_expenditure_08_01_03,指導補助員等配置,指導補助員等配置,学教＊教育指導課,学教*教育指導課,445,550646,1,derived
bpi_c0d3f60b7157764d0beb68ae35a784c97ec99626e55dcd8627081f6802b4f78f,2026,general,一般会計,2026_general_expenditure_08_01_03,教材開発,教材開発,学教＊教育指導課,学教*教育指導課,445,45365,1,derived
bpi_d0ce5ace6fcabe520587a6182290ad8f6ebb1a68a6acba08b13c740fa6bb0c4e,2026,general,一般会計,2026_general_expenditure_08_01_03,教科日本語の推進,教科日本語の推進,学教＊教育指導課,学教*教育指導課,445,18300,1,derived
bpi_a6ca5c8d84337f2f8cd0710ee7fd8014c557bf6ee152c4ce70638f58105237fc,2026,general,一般会計,2026_general_expenditure_08_01_03,教職員研修,教職員研修,教セ＊事業推進担当課,教セ*事業推進担当課,445,7266,1,derived
bpi_47dfd71858a82fcc6f53f59dffe14bdbc05949598e63698eede2449dab07282b,2026,general,一般会計,2026_general_expenditure_08_01_03,教育指導の推進,教育指導の推進,学教＊教育指導課,学教*教育指導課,445,17683,1,derived
bpi_9ac8d7a00d5c2a0f000e6e2f0eec16a346092fae1d13465b4bad493df5085113,2026,general,一般会計,2026_general_expenditure_08_01_03,教育研究会活動補助,教育研究会活動補助,教セ＊事業推進担当課,教セ*事業推進担当課,445,8521,1,derived
bpi_8539ae20d16bd38a2299b52b9aae1405d7ee2caa63739e8daa31fab3255700c4,2026,general,一般会計,2026_general_expenditure_08_01_03,教育研究校運営,教育研究校運営,教セ＊事業推進担当課,教セ*事業推進担当課,445,43363,1,derived
bpi_f557533426c5fcac512807a6b121ebfb8518081ebd02bd58cbbf196cb7225e87,2026,general,一般会計,2026_general_expenditure_08_01_03,新・才能の芽を育てる体験学習,新・才能の芽を育てる体験学習,学教＊地域学校連携課,学教*地域学校連携課,445,2024,1,derived
bpi_48959ace629ad06775a7cf9725c44a1e0d99bf276a3ba0affd371303b4b635ac,2026,general,一般会計,2026_general_expenditure_08_01_03,特別支援教育の推進,特別支援教育の推進,教セ＊支援教育課,教セ*支援教育課,445,439440,1,derived
bpi_4fce8db6742d4f96ef91b8cb1d91ab5031ae799c57c757018c19dc60ec0a8b44,2026,general,一般会計,2026_general_expenditure_08_01_03,特色ある学校づくり推進事業,特色ある学校づくり推進事業,学教＊教育指導課,学教*教育指導課,445,59607,1,derived
bpi_558569c32266648fd444ae3d42e928360f90fc1f38884d2701ab38901ac6f8a8,2026,general,一般会計,2026_general_expenditure_08_01_03,英語教育の推進,英語教育の推進,学教＊教育指導課,学教*教育指導課,445,579595,1,derived
bpi_bcffc2ad0eeaf6c34c32c2893f1ec55777adeda9e09e66f8612d1e4a1ce66581,2026,general,一般会計,2026_general_expenditure_08_01_03,部活動の支援,部活動の支援,学教＊地域学校連携課,学教*地域学校連携課,445,332551,1,derived
bpi_7fc474cb88c61f73194838556c1c41e8ecf1b4f938492a04fb780e0b86e8deb2,2026,general,一般会計,2026_general_expenditure_08_01_04,私立幼稚園施設等利用給付,私立幼稚園施設等利用給付,子若＊子ども・若者支援課,子若*子ども・若者支援課,447,1647359,1,derived
bpi_cf121d338c553a44e34fdf5187ff9b689be429e12df5f7d3eab54494ceffbd28,2026,general,一般会計,2026_general_expenditure_08_01_07,ほっとスクールの運営,ほっとスクールの運営,教セ＊教育相談課,教セ*教育相談課,447,100239,1,derived
bpi_c3652587ed2915aa6f243112f793595066f120ce8dd52465587deb03af9bfa6d,2026,general,一般会計,2026_general_expenditure_08_01_07,教育施設等整備・改修,教育施設等整備・改修,教セ＊教育相談課,教セ*教育相談課,447,10675,1,derived
bpi_203a76b084f136f09969c88b9e2a45b888ef145fa4d79fc0397eeffb0528787b,2026,general,一般会計,2026_general_expenditure_08_01_07,教育相談・ネットワーク連携,教育相談・ネットワーク連携,教セ＊教育相談課,教セ*教育相談課,447,44433,1,derived
bpi_ab1d11304da1bb44843f05f31cf45ba788d3fcf8faf94ae13248754c7d812648,2026,general,一般会計,2026_general_expenditure_08_01_07,教育総合センター事業運営,教育総合センター事業運営,教セ＊事業推進担当課,教セ*事業推進担当課,447,75203,1,derived
bpi_507022c3562239d0dddda33595fe42e768f7ca1dac2f22d2d9b8409a6e0e2f14,2026,general,一般会計,2026_general_expenditure_08_01_07,教育総合センター維持管理,教育総合センター維持管理,教セ＊教育相談課,教セ*教育相談課,447,132952,1,derived
bpi_d36b72298f5ce122f48ba14eb2599e30388b392aa533adaa96a2cb348647102e,2026,general,一般会計,2026_general_expenditure_08_01_08,学校給食保護者負担軽減事務,学校給食保護者負担軽減事務,教生＊学校健康推進課,教生*学校健康推進課,,0,1,derived
bpi_14206ee1247cfef357f012cc799cfaf8bbf669480b218ae242750b250f4c83c5,2026,general,一般会計,2026_general_expenditure_08_01_08,学校給食費会計繰出金,学校給食費会計繰出金,教生＊学校健康推進課,教生*学校健康推進課,,0,1,derived
bpi_11760de2f0eb0c80418bf24599094cf15d7e38ba208ff6baacd7ce6feed7cb3a,2026,general,一般会計,2026_general_expenditure_08_01_08,学校給食費収納事務,学校給食費収納事務,教生＊学校健康推進課,教生*学校健康推進課,,0,1,derived
bpi_ff02bcca28e12b31f550a24948436f4b3b999f05e64f31bdb0d5d62430c59dab,2026,general,一般会計,2026_general_expenditure_08_02_01,小学校特別支援学級運営,小学校特別支援学級運営,教セ＊支援教育課,教セ*支援教育課,449,278682,1,derived
bpi_45704755a45de51cc8326aed68830453d1129020d2949c5d60c059632aa4fcda,2026,general,一般会計,2026_general_expenditure_08_02_01,小学校管理運営,小学校管理運営,学教＊学校職員課,学教*学校職員課,449,1042521,1,derived
bpi_bdf5952754017d246f8fee1bd0e38ed3fbfa7a8fc3db9fb43bfa7b9fb97c0e9e,2026,general,一般会計,2026_general_expenditure_08_02_01,小学校維持管理,小学校維持管理,教生＊教育環境課,教生*教育環境課,449,3207961,1,derived
bpi_e8a8fedc52aff12f7cb436ea6832a2eb74af32f375806960668278018aee9f6f,2026,general,一般会計,2026_general_expenditure_08_02_01,小学校維持運営,小学校維持運営,学教＊学務課,学教*学務課,449,667693,1,derived
bpi_02dbed34ad160c0e3e15b8c03f83c29729ff17dc8dbbdcb575381979af487a16,2026,general,一般会計,2026_general_expenditure_08_02_01,通学路安全対策,通学路安全対策,教生＊学校健康推進課,教生*学校健康推進課,449,82432,1,derived
bpi_5ba793d65f3671f0d745c19d3a75462b44bae0da0c129818e7b344853ae4d534,2026,general,一般会計,2026_general_expenditure_08_02_02,特別支援学級児童就学奨励,特別支援学級児童就学奨励,学教＊学務課,学教*学務課,449,18582,1,derived
bpi_f1fd5f1954417aade5316f6505b726bf70c483ce5e011953c450fb7100986389,2026,general,一般会計,2026_general_expenditure_08_02_02,要保護・準要保護児童に対する扶助,要保護・準要保護児童に対する扶助,学教＊学務課,学教*学務課,449,309688,1,derived
bpi_8669e95315a97a82072d3201495700b92de3da8ecef576136b185eed2265b0b5,2026,general,一般会計,2026_general_expenditure_08_02_03,小学校給食維持運営,小学校給食維持運営,教生＊学校健康推進課,教生*学校健康推進課,,0,1,derived
bpi_902cd50d963a02f8e1d80b90f5c4d98002679b5e4441e1d9f8e867664207fde2,2026,general,一般会計,2026_general_expenditure_08_02_04,児童各種検査検診,児童各種検査検診,教生＊学校健康推進課,教生*学校健康推進課,449,85911,1,derived
bpi_192ed9c8314be29c8771e7003ea8cd6ac5e14a8184030ebb58c687e6a84e0c40,2026,general,一般会計,2026_general_expenditure_08_02_04,小学校保健衛生事務,小学校保健衛生事務,教生＊学校健康推進課,教生*学校健康推進課,449,150908,1,derived
bpi_5cafffcd4251dbe73e93696811d0c70c14a795559d9d96ede9fc9406116956de,2026,general,一般会計,2026_general_expenditure_08_02_04,小学校保健衛生各種検査,小学校保健衛生各種検査,教生＊学校健康推進課,教生*学校健康推進課,449,10094,1,derived
bpi_61c985dd711414b668f72256e0e9814c01d58aa967e3be03b8a63504de3744fb,2026,general,一般会計,2026_general_expenditure_08_02_04,小学校定期健康診断・保健指導等,小学校定期健康診断・保健指導等,教生＊学校健康推進課,教生*学校健康推進課,449,139963,1,derived
bpi_4fdca6f8b0989ebf67adba3bbf9f34d9bf394b038ee8e3123ea2d1a041b7f444,2026,general,一般会計,2026_general_expenditure_08_02_04,就学時健康診断,就学時健康診断,教生＊学校健康推進課,教生*学校健康推進課,449,15191,1,derived
bpi_8b7a3201ee363df3d910a851e7b8307c09aad8d8a205857c9d88ffeb7a51ce47,2026,general,一般会計,2026_general_expenditure_08_02_06,小学校施設改修事務,小学校施設改修事務,教生＊教育環境課,教生*教育環境課,451,57001,1,derived
bpi_664c16372df8ae4f31a48c463cd71931b75ca32f30231fdddb8ee05bdbfb3d1b,2026,general,一般会計,2026_general_expenditure_08_02_06,小学校施設改修工事,小学校施設改修工事,教生＊教育環境課,教生*教育環境課,451,4140518,1,derived
bpi_727b1b52685ea49b8c24660ff6cbcf9bc9d1f95a9177ffd8b73eed151bdd871a,2026,general,一般会計,2026_general_expenditure_08_02_06,小学校施設整備事業,小学校施設整備事業,教生＊教育環境課,教生*教育環境課,451,230835,1,derived
bpi_65a519619501c5796422d4df8b697d3c80437e66af8af93e5922b2d65ada964c,2026,general,一般会計,2026_general_expenditure_08_02_10,小学校改築事務,小学校改築事務,教生＊教育環境課,教生*教育環境課,451,292171,1,derived
bpi_e01048bab09dca8ac69b46b753ca6831831da04e8d8641dc54d8dc6e4f5f505a,2026,general,一般会計,2026_general_expenditure_08_02_10,小学校改築工事,小学校改築工事,教生＊教育環境課,教生*教育環境課,451,1517614,1,derived
bpi_e0c506e02695a541e139df70aa525f64cc0a5dfa1b706b921d943c5b97835982,2026,general,一般会計,2026_general_expenditure_08_02_10,小学校用地買収,小学校用地買収,教生＊教育環境課,教生*教育環境課,451,93635,1,derived
bpi_fa8bb3bf0ad5398e2de71fa5bc4ee54d1c38780e94b4dae528e7a598750f93d8,2026,general,一般会計,2026_general_expenditure_08_02_11,移動教室及び夏・冬季施設の実施（児童）,移動教室及び夏・冬季施設の実施(児童),学教＊学務課,学教*学務課,451,136557,1,derived
bpi_84e91f7b3a57b22a2db6849d74eae9640015d45e10774f060a2c9252982436b9,2026,general,一般会計,2026_general_expenditure_08_03_01,中学校特別支援学級運営,中学校特別支援学級運営,教セ＊支援教育課,教セ*支援教育課,453,102705,1,derived
bpi_203d4186533c9035e22b4fbabc5267f1e4c8f592c079b0596eb2bc7ec984705c,2026,general,一般会計,2026_general_expenditure_08_03_01,中学校管理運営,中学校管理運営,学教＊学校職員課,学教*学校職員課,453,835990,1,derived
bpi_e960ca518f125183ebd9ccbd9dfbd9fae08ae55924b25b0e7f19494fb7d6f20b,2026,general,一般会計,2026_general_expenditure_08_03_01,中学校維持管理,中学校維持管理,教生＊教育環境課,教生*教育環境課,453,1239292,1,derived
bpi_f53d2800476e19e7c1ca146748644bbcac4db7c3de60171c3d2e6ae8f4741d8b,2026,general,一般会計,2026_general_expenditure_08_03_01,中学校維持運営,中学校維持運営,学教＊学務課,学教*学務課,453,279745,1,derived
bpi_4bdfed187cde11e9f7766ccf8df04bd8336570aea461795ae5c2185fc86f1366,2026,general,一般会計,2026_general_expenditure_08_03_01,学びの多様化学校の運営,学びの多様化学校の運営,教セ＊教育相談課,教セ*教育相談課,453,25209,1,derived
bpi_4a7d9f4ba64a4605e508565f4e87025bf126485bfe593e018707a520b4418bbc,2026,general,一般会計,2026_general_expenditure_08_03_02,特別支援学級生徒就学奨励,特別支援学級生徒就学奨励,学教＊学務課,学教*学務課,453,17362,1,derived
bpi_57acce209855de0dffb2a4108439de421c0fcf10e13a4dd191430592524a53b9,2026,general,一般会計,2026_general_expenditure_08_03_02,要保護・準要保護生徒に対する扶助,要保護・準要保護生徒に対する扶助,学教＊学務課,学教*学務課,453,181117,1,derived
bpi_70d47434b661870e245a20c978b268a43df6b926d6cee2b7861ab2d48470f68b,2026,general,一般会計,2026_general_expenditure_08_03_03,中学校給食維持運営,中学校給食維持運営,教生＊学校健康推進課,教生*学校健康推進課,,0,1,derived
bpi_355c76bc4ae03da482dc3cc93218167da342e765900e00f7dfbeaab31fc423f6,2026,general,一般会計,2026_general_expenditure_08_03_03,調理場施設整備工事,調理場施設整備工事,教生＊学校健康推進課,教生*学校健康推進課,,0,1,derived
bpi_57d8fcc248e8bc730556c0bff1fced0df1d5af4904128abca99b5c4888cc0b64,2026,general,一般会計,2026_general_expenditure_08_03_03,調理場維持運営,調理場維持運営,教生＊学校健康推進課,教生*学校健康推進課,,0,1,derived
bpi_b832cb837d83ff48b1e034c7d3b8ba56a189b934b8631001bc75d9364636b410,2026,general,一般会計,2026_general_expenditure_08_03_04,中学校保健衛生事務,中学校保健衛生事務,教生＊学校健康推進課,教生*学校健康推進課,453|455,73582,1,derived
bpi_a1a0683017d9f5157a46c54f9ec3592fd74778274a188224cd33fafd5ebb45fa,2026,general,一般会計,2026_general_expenditure_08_03_04,中学校保健衛生各種検査,中学校保健衛生各種検査,教生＊学校健康推進課,教生*学校健康推進課,453|455,6036,1,derived
bpi_0cb5ee92dc9134762dbdf545ac3d635f0a1df6adcca63a813378f077a0664dec,2026,general,一般会計,2026_general_expenditure_08_03_04,中学校定期健康診断・保健指導等,中学校定期健康診断・保健指導等,教生＊学校健康推進課,教生*学校健康推進課,453|455,69335,1,derived
bpi_3d3a53a53421781c676545faca33a74db2c9f5d7c144969a04de984ed2eda0ca,2026,general,一般会計,2026_general_expenditure_08_03_04,生徒各種検査検診,生徒各種検査検診,教生＊学校健康推進課,教生*学校健康推進課,453|455,36079,1,derived
bpi_91782de2362afe67d9654be3e27bcc410525d24d231045ce5e1f2ed77ee6a2dd,2026,general,一般会計,2026_general_expenditure_08_03_05,中学校施設改修事務,中学校施設改修事務,教生＊教育環境課,教生*教育環境課,455,29593,1,derived
bpi_99ed3cb8df164fc0a25f1dccdc23b862b739384d9943072616bf4712cb9fb1a2,2026,general,一般会計,2026_general_expenditure_08_03_05,中学校施設改修工事,中学校施設改修工事,教生＊教育環境課,教生*教育環境課,455,2173450,1,derived
bpi_e6d8559a1e67da1c2b48cc522d2d12616cb556c9856dd623c3fb3a34d8d51ed8,2026,general,一般会計,2026_general_expenditure_08_03_05,中学校施設整備事業,中学校施設整備事業,教生＊教育環境課,教生*教育環境課,455,136213,1,derived
bpi_9cca9350afde1d7f1315f5f1afe668ace359a17896e3fc0b0bf03e0f38399e91,2026,general,一般会計,2026_general_expenditure_08_03_09,中学校改築事務,中学校改築事務,教生＊教育環境課,教生*教育環境課,455,295657,1,derived
bpi_ade86719922583315962d30cd076758c8266300b40233adc94c7fb2a1e3e721e,2026,general,一般会計,2026_general_expenditure_08_03_09,中学校改築工事,中学校改築工事,教生＊教育環境課,教生*教育環境課,455,4210841,1,derived
bpi_6d04e0f5d3d040f577adcc9d4a9eaaf498418e0c2c04855a605bbbd84c3d98d4,2026,general,一般会計,2026_general_expenditure_08_03_09,義務教育施設整備基金積立金,義務教育施設整備基金積立金,教生＊教育環境課,教生*教育環境課,455,341460,1,derived
bpi_2dbe404904d3b17dd83c1404cff7f268e1d3293c4174ebaf75332e4dcb05ee55,2026,general,一般会計,2026_general_expenditure_08_03_10,河口湖林間学園改修工事,河口湖林間学園改修工事,教生＊教育環境課,教生*教育環境課,455,7369,1,derived
bpi_e252657e47f00af6987e22ef9bd2bfed264518d75337a8f248d24242c9bbd549,2026,general,一般会計,2026_general_expenditure_08_03_10,河口湖林間学園施設維持管理,河口湖林間学園施設維持管理,教生＊教育環境課,教生*教育環境課,455,17366,1,derived
bpi_ce02000fbd00d89b2a8547b7f0d1d48511e37e8c4d1ccd62c26b441ffe2e0486,2026,general,一般会計,2026_general_expenditure_08_03_10,河口湖林間学園維持管理,河口湖林間学園維持管理,学教＊学務課,学教*学務課,455,72778,1,derived
bpi_c8e8b6fab86a07a0d3cf24791c3e2534acd4d7f1d4f8e196ddefaa95fc0b6768,2026,general,一般会計,2026_general_expenditure_08_03_10,移動教室及び夏・冬季施設の実施（生徒）,移動教室及び夏・冬季施設の実施(生徒),学教＊学務課,学教*学務課,455,101691,1,derived
bpi_e6cab1e09f838305ec82621ab50bab0dce8a5aa117fa9da73fb8969381ac7570,2026,general,一般会計,2026_general_expenditure_08_04_01,河口湖林間学園改修工事,河口湖林間学園改修工事,教生＊教育環境課,教生*教育環境課,,0,1,derived
bpi_2b9c38461105bb753af7460ec4b0a3dc3dc13742fec25c6a6b5e385562baacb9,2026,general,一般会計,2026_general_expenditure_08_04_01,河口湖林間学園施設維持管理,河口湖林間学園施設維持管理,教生＊教育環境課,教生*教育環境課,,0,1,derived
bpi_c1f8e4f5a3d14fa667e4abd9450d0ca4c3de589363a2ba028701c8b544fcab13,2026,general,一般会計,2026_general_expenditure_08_04_01,河口湖林間学園維持管理,河口湖林間学園維持管理,学教＊学務課,学教*学務課,,0,1,derived
bpi_f13e8d1b893761e9fe169b27a2f2fe46e9038e0dd4ccd058e6db4c7c75f39e10,2026,general,一般会計,2026_general_expenditure_08_04_01,移動教室及び夏・冬季施設の実施,移動教室及び夏・冬季施設の実施,学教＊学務課,学教*学務課,,0,1,derived
bpi_9c656e4e27c5ddf0ec9b92abd3c13962acd98efa4f24a1a528277c816909ebaa,2026,general,一般会計,2026_general_expenditure_08_05_01,区立幼稚園施設改修,区立幼稚園施設改修,教生＊教育環境課,教生*教育環境課,457,522614,1,derived
bpi_b8e14d3cb3c7a4146aa942c7f64f133474abe9fb6aaf4ea4ff30a3dc57bf0722,2026,general,一般会計,2026_general_expenditure_08_05_01,区立幼稚園施設維持管理,区立幼稚園施設維持管理,教生＊教育環境課,教生*教育環境課,457,33785,1,derived
bpi_c070e52c097b63df06f1ba2a7b4c2909519913003bae5d0506d2326246e28340,2026,general,一般会計,2026_general_expenditure_08_05_01,区立幼稚園維持運営,区立幼稚園維持運営,教セ＊乳幼教・保支課,教セ*乳幼教・保支課,457,94224,1,derived
bpi_4ac918ad7e35afaece6bfc4de48c320eeb20df357909d1e79174ea231e9d7d9c,2026,general,一般会計,2026_general_expenditure_08_05_01,区立幼稚園預かり保育事業,区立幼稚園預かり保育事業,教セ＊乳幼教・保支課,教セ*乳幼教・保支課,457,5552,1,derived
bpi_098ea0873e1b48210b12639a436e73cae8eccc047ff86b122161fa43c5d0d8e9,2026,general,一般会計,2026_general_expenditure_08_05_01,区立認定こども園整備事務,区立認定こども園整備事務,教生＊教育環境課,教生*教育環境課,457,22888,1,derived
bpi_52512182a8fa4e3be9311c947680b38f479e9a4df2a4971216b56595da3d27d6,2026,general,一般会計,2026_general_expenditure_08_05_02,区立幼稚園保健衛生事務,区立幼稚園保健衛生事務,教生＊学校健康推進課,教生*学校健康推進課,457,2298,1,derived
bpi_e188c7f3b4f92d50841bb67a8c24885b82fe6c5fea2f2074e2b4720d2bfa73de,2026,general,一般会計,2026_general_expenditure_08_05_02,区立幼稚園保健衛生各種検査,区立幼稚園保健衛生各種検査,教生＊学校健康推進課,教生*学校健康推進課,457,347,1,derived
bpi_5a83c7c2a3fe2a912e92b28c91afb271eaaa9d082f2695e0a8129437f292b35a,2026,general,一般会計,2026_general_expenditure_08_05_02,区立幼稚園定期健康診断・保健指導等,区立幼稚園定期健康診断・保健指導等,教生＊学校健康推進課,教生*学校健康推進課,457,5742,1,derived
bpi_8e8dc5e900b5449284c9a9ae4fe1ea51786037f91122996c4502dcb625de5f99,2026,general,一般会計,2026_general_expenditure_08_05_02,園児各種検査検診,園児各種検査検診,教生＊学校健康推進課,教生*学校健康推進課,457,2003,1,derived
bpi_80c8de95d7b2ebca189b5adf292ebd6b88bdb6e54602fe1e00f226b0b0bf6b01,2026,general,一般会計,2026_general_expenditure_08_06_01,地域連携事業,地域連携事業,学教＊地域学校連携課,学教*地域学校連携課,459,58109,1,derived
bpi_6c5b1ea7b2d909ed4ab59abc24c9fda00ad3e20f64240392a5d60ac877a3dc03,2026,general,一般会計,2026_general_expenditure_08_06_01,小・中学校施設開放,小・中学校施設開放,学教＊地域学校連携課,学教*地域学校連携課,459,372901,1,derived
bpi_445f359ff43e21a72ef974b7a9d11596de54eb25a7503cd3f724e5a769bc7dbd,2026,general,一般会計,2026_general_expenditure_08_06_01,小学校遊び場開放,小学校遊び場開放,学教＊地域学校連携課,学教*地域学校連携課,459,45884,1,derived
bpi_3489e5ae961166d433b1f3b6eb5799621c4a4b9e8deb3189b9bed60a8e100822,2026,general,一般会計,2026_general_expenditure_08_06_01,放課後の遊び場対策（ＢＯＰ）,放課後の遊び場対策(BOP),学教＊地域学校連携課,学教*地域学校連携課,459,731520,1,derived
bpi_0c5e8ccc96f84fe96ce02b52cb7b8e24bbbdb3e258aa33802617e186e6c0fe6d,2026,general,一般会計,2026_general_expenditure_08_06_01,総合型地域スポーツ・文化クラブの支援,総合型地域スポーツ・文化クラブの支援,学教＊地域学校連携課,学教*地域学校連携課,459,827,1,derived
bpi_f2f69f1e8119ba4bbb4a829f442e36eea24f6684092a435da93438f46d9e6b26,2026,general,一般会計,2026_general_expenditure_08_06_02,ＰＴＡ活動の支援,PTA活動の支援,教生＊生涯学習課,教生*生涯学習課,459,5544,1,derived
bpi_42263e10368bccda05d70142d112904680b99327e77fc451ced904efe339ac98,2026,general,一般会計,2026_general_expenditure_08_06_02,家庭教育の支援,家庭教育の支援,教生＊生涯学習課,教生*生涯学習課,459,7378,1,derived
bpi_f69abf9efe178c2218948309ff50e3f3414c1cb61c510dd514137cb20ef910f1,2026,general,一般会計,2026_general_expenditure_08_06_02,成人教育,成人教育,教生＊生涯学習課,教生*生涯学習課,459,6075,1,derived
bpi_aca2c460d441141e059b148e49ede5d24bfa4fdcbf5e8091ddf8f2f08ffed358,2026,general,一般会計,2026_general_expenditure_08_06_02,生涯学習の推進,生涯学習の推進,教生＊生涯学習課,教生*生涯学習課,459,2272,1,derived
bpi_e2ccfe3bbb15507ffc7ae869dc3f9030df48542fa4eee85cf98ae18533bc9215,2026,general,一般会計,2026_general_expenditure_08_06_02,生涯学習事業運営,生涯学習事業運営,教生＊生涯学習課,教生*生涯学習課,459,2172,1,derived
bpi_ee6686b42d2c57583499f09e97857fb6a8d81e6e1792d6c178888ce5d9da4960,2026,general,一般会計,2026_general_expenditure_08_06_02,社会教育団体支援,社会教育団体支援,教生＊生涯学習課,教生*生涯学習課,459,2142,1,derived
bpi_c76a343aa4ab352c3362c7f49fb569403e541fa073b50bff8a11d667162244f3,2026,general,一般会計,2026_general_expenditure_08_06_02,社会教育団体文化祭,社会教育団体文化祭,教生＊生涯学習課,教生*生涯学習課,459,5313,1,derived
bpi_03ed113ab1474c2fede6d8bd3081aa94f5c485afbf229714eaa18e47bc76b0e1,2026,general,一般会計,2026_general_expenditure_08_06_02,福祉教育,福祉教育,教生＊生涯学習課,教生*生涯学習課,459,6888,1,derived
bpi_7985e71ea7bc4e73d4bdd9db2db7304d6396f66fe09fff343ada2850e7a8765e,2026,general,一般会計,2026_general_expenditure_08_06_02,青少年教育,青少年教育,教生＊生涯学習課,教生*生涯学習課,459,42269,1,derived
bpi_01f55e1f1f3e5e1822de750e368128723aaa0f169279477fb60712a1a51cd2f6,2026,general,一般会計,2026_general_expenditure_08_06_03,伝統的建築物の保存,伝統的建築物の保存,教生＊生涯学習課,教生*生涯学習課,461,2887,1,derived
bpi_99e7c62a92d5b91ce0fb6732baa53d9c3f8b8917d145a5c3d9acac9f34c63993,2026,general,一般会計,2026_general_expenditure_08_06_03,埋蔵文化財の保護及び調査,埋蔵文化財の保護及び調査,教生＊生涯学習課,教生*生涯学習課,461,41388,1,derived
bpi_0bc7c7b8257f7e92852611b237b1acb82c49ebd4afb534311e346cb67c7aab9f,2026,general,一般会計,2026_general_expenditure_08_06_03,宇奈根考古資料室改修工事,宇奈根考古資料室改修工事,教生＊生涯学習課,教生*生涯学習課,461,4505,1,derived
bpi_6bc2d42b5424dc2b34a3b71738a986ca139042e7d30f946c6822cf2f01ab924c,2026,general,一般会計,2026_general_expenditure_08_06_03,文化財の保護・普及,文化財の保護・普及,教生＊生涯学習課,教生*生涯学習課,461,5000,1,derived
bpi_972fad14c5ac5a3390d4a5c19005ae84d1e17199a25a2f97438be2223e5fa625,2026,general,一般会計,2026_general_expenditure_08_06_03,文化財指定・保存助成,文化財指定・保存助成,教生＊生涯学習課,教生*生涯学習課,461,44881,1,derived
bpi_87b8469699cfaacb5e26ac656ec4f41bdef10c6d94d7b48f1dbc3a276b4c45f9,2026,general,一般会計,2026_general_expenditure_08_06_03,民家園改修工事,民家園改修工事,教生＊生涯学習課,教生*生涯学習課,461,50070,1,derived
bpi_efc43032e1e032f71b5ebc7919d9433eea691dda381ef7a04424308a28261295,2026,general,一般会計,2026_general_expenditure_08_06_03,民家園維持運営,民家園維持運営,教生＊生涯学習課,教生*生涯学習課,461,103003,1,derived
bpi_ccd37e81292446ece9cda5dd6c8fc14e681b49320fa262113adb93a3ae0eead0,2026,general,一般会計,2026_general_expenditure_08_06_03,民家園行事,民家園行事,教生＊生涯学習課,教生*生涯学習課,461,6305,1,derived
bpi_4de4be678eb026fd5fa0528f77467d1747ab48fa24be1f365614d5de897d8d4f,2026,general,一般会計,2026_general_expenditure_08_06_04,プラネタリウム事業運営,プラネタリウム事業運営,教生＊中央図書館,教生*中央図書館,461,19904,1,derived
bpi_65d0d328ba56f819547de57aee417c8815c8915f0f20c7292c8721c71e8d5426,2026,general,一般会計,2026_general_expenditure_08_06_04,図書館サービスの推進,図書館サービスの推進,教生＊中央図書館,教生*中央図書館,461,892150,1,derived
bpi_81814ee2d0983444638fdaec0ac0a30fe7123b3e2fd6376dbb4766cb5a9fd86c,2026,general,一般会計,2026_general_expenditure_08_06_04,図書館情報システムの運営,図書館情報システムの運営,教生＊中央図書館,教生*中央図書館,461,7847,1,derived
bpi_9d4b4eb132cdb801c0a1843aca93d2ef8a688b8effa0e810373193e2d4eaac82,2026,general,一般会計,2026_general_expenditure_08_06_04,図書館改修,図書館改修,教生＊中央図書館,教生*中央図書館,461,0,1,derived
bpi_6ee9796d9f747d38173580e0d2138d7ba17fdc6fb77fc5d7d31f0ffc384f7a1c,2026,general,一般会計,2026_general_expenditure_08_06_04,図書館管理運営,図書館管理運営,教生＊中央図書館,教生*中央図書館,461,234177,1,derived
bpi_8c56efb560cb13fc92ad39eed24539356e5d4551e9cb116a2a42b57e18bb8ca0,2026,general,一般会計,2026_general_expenditure_08_06_04,図書館資料の充実,図書館資料の充実,教生＊中央図書館,教生*中央図書館,461,202854,1,derived
bpi_d43c5db490a4e8e642179252a31882328c1acd1a4b145bfe8bc7bbeea1072eb0,2026,general,一般会計,2026_general_expenditure_08_06_04,地域図書室の維持管理,地域図書室の維持管理,教生＊中央図書館,教生*中央図書館,461,6111,1,derived
bpi_abd302b8a6b6d7eb15b22f264f67f81e8bfd329953c570831b6f664c5f0ef74d,2026,general,一般会計,2026_general_expenditure_08_06_04,地域図書室資料の充実,地域図書室資料の充実,教生＊中央図書館,教生*中央図書館,461,9042,1,derived
bpi_fb8a8c43f0375965a792e0f2466660c1924eea3cdf49f2d23c159daea3a72a37,2026,general,一般会計,2026_general_expenditure_08_06_04,子ども読書活動の推進,子ども読書活動の推進,教生＊中央図書館,教生*中央図書館,461,20694,1,derived
bpi_04dae51b6c633f859c3888a06951813228594a47d88f6ff62b82cee780f4434f,2026,general,一般会計,2026_general_expenditure_08_06_04,教育会館改修,教育会館改修,教生＊中央図書館,教生*中央図書館,461,39344,1,derived
