revenue_section_id,revenue_item_key,fiscal_year,account_code,account_name,budget_side,kan_code,kan_name,kou_code,kou_name,moku_code,moku_name,setsu_code,setsu_name,previous_amount_thousand_yen,current_amount_thousand_yen,diff_amount_thousand_yen,allocated_amount_thousand_yen,unallocated_amount_thousand_yen,general_revenue_thousand_yen,specific_revenue_thousand_yen,special_account_revenue_thousand_yen,detail_count,validation_status,source_type
rs_2026_general_revenue_14_02_01_50,2026_general_revenue_14_02_01,2026,general,一般会計,revenue,14,都支出金,02,都補助金,01,総務費補助金,50,消費者行政強化交付金,3224,2173,-1051,2173,0,0,2173,0,3,ok,derived
rs_2026_general_revenue_14_02_01_51,2026_general_revenue_14_02_01,2026,general,一般会計,revenue,14,都支出金,02,都補助金,01,総務費補助金,51,区市町村災害対応力向上支援事業,6712,6000,-712,6000,0,0,6000,0,2,ok,derived
rs_2026_general_revenue_14_02_01_53,2026_general_revenue_14_02_01,2026,general,一般会計,revenue,14,都支出金,02,都補助金,01,総務費補助金,53,物価高騰対応重点支援地方創生臨時交付金,0,0,0,0,0,0,0,0,2,ok_zero_amount,derived
rs_2026_general_revenue_14_02_01_54,2026_general_revenue_14_02_01,2026,general,一般会計,revenue,14,都支出金,02,都補助金,01,総務費補助金,54,地域における青少年健全育成応援事業,550,550,0,550,0,0,550,0,1,ok,derived
rs_2026_general_revenue_14_02_01_55,2026_general_revenue_14_02_01,2026,general,一般会計,revenue,14,都支出金,02,都補助金,01,総務費補助金,55,東京都防犯機器等購入緊急補助事業,0,108649,108649,108649,0,0,108649,0,1,ok,derived
rs_2026_general_revenue_14_02_01_56,2026_general_revenue_14_02_01,2026,general,一般会計,revenue,14,都支出金,02,都補助金,01,総務費補助金,56,子供の未来を育む「体験活動」推進区市町村支援事業補助金,0,6891,6891,6891,0,0,6891,0,1,ok,derived
rs_2026_general_revenue_14_02_01_58,2026_general_revenue_14_02_01,2026,general,一般会計,revenue,14,都支出金,02,都補助金,01,総務費補助金,58,避難所環境整備・災害時トイレ確保等区市町村支援事業,0,1663,1663,1663,0,0,1663,0,1,ok,derived
rs_2026_general_revenue_14_02_01_59,2026_general_revenue_14_02_01,2026,general,一般会計,revenue,14,都支出金,02,都補助金,01,総務費補助金,59,子供・長寿・居場所区市町村包括補助事業,0,0,0,0,0,0,0,0,1,ok_zero_amount,derived
rs_2026_general_revenue_14_02_01_60,2026_general_revenue_14_02_01,2026,general,一般会計,revenue,14,都支出金,02,都補助金,01,総務費補助金,60,地域課題解決型スマート東京普及促進事業,0,4900,4900,4900,0,0,4900,0,1,ok,derived
rs_2026_general_revenue_14_02_02_01,2026_general_revenue_14_02_02,2026,general,一般会計,revenue,14,都支出金,02,都補助金,02,民生費補助金,01,老人福祉諸費,220372,122356,-98016,122356,0,0,122356,0,7,ok,derived
rs_2026_general_revenue_14_02_02_03,2026_general_revenue_14_02_02,2026,general,一般会計,revenue,14,都支出金,02,都補助金,02,民生費補助金,03,子供の貧困対策支援事業,939,984,45,984,0,0,984,0,1,ok,derived
rs_2026_general_revenue_14_02_02_05,2026_general_revenue_14_02_02,2026,general,一般会計,revenue,14,都支出金,02,都補助金,02,民生費補助金,05,旧軍人援護費,367,1644,1277,1644,0,0,1644,0,1,ok,derived
rs_2026_general_revenue_14_02_02_09,2026_general_revenue_14_02_02,2026,general,一般会計,revenue,14,都支出金,02,都補助金,02,民生費補助金,09,保育人材確保支援事業補助金,2741,2929,188,2929,0,0,2929,0,1,ok,derived
rs_2026_general_revenue_14_02_02_10,2026_general_revenue_14_02_02,2026,general,一般会計,revenue,14,都支出金,02,都補助金,02,民生費補助金,10,保育所等利用多子世帯負担軽減事業,1736285,0,-1736285,0,0,0,0,0,4,ok_zero_amount,derived
rs_2026_general_revenue_14_02_02_13,2026_general_revenue_14_02_02,2026,general,一般会計,revenue,14,都支出金,02,都補助金,02,民生費補助金,13,認可外保育施設利用支援事業,541453,1957171,1415718,1957171,0,0,1957171,0,3,ok,derived
rs_2026_general_revenue_14_02_02_16,2026_general_revenue_14_02_02,2026,general,一般会計,revenue,14,都支出金,02,都補助金,02,民生費補助金,16,次世代育成支援対策施設整備交付金,14387,14972,585,14972,0,0,14972,0,1,ok,derived
rs_2026_general_revenue_14_02_02_19,2026_general_revenue_14_02_02,2026,general,一般会計,revenue,14,都支出金,02,都補助金,02,民生費補助金,19,保育サービス推進事業,391321,424659,33338,424659,0,0,424659,0,6,ok,derived
rs_2026_general_revenue_14_02_02_20,2026_general_revenue_14_02_02,2026,general,一般会計,revenue,14,都支出金,02,都補助金,02,民生費補助金,20,保育所等賃借料補助事業,110447,57558,-52889,57558,0,0,57558,0,3,ok,derived
rs_2026_general_revenue_14_02_02_21,2026_general_revenue_14_02_02,2026,general,一般会計,revenue,14,都支出金,02,都補助金,02,民生費補助金,21,賃貸物件による保育所の開設準備経費補助事業,51250,256250,205000,256250,0,0,256250,0,1,ok,derived
rs_2026_general_revenue_14_02_02_24,2026_general_revenue_14_02_02,2026,general,一般会計,revenue,14,都支出金,02,都補助金,02,民生費補助金,24,地域福祉推進事業費,14485,13320,-1165,13320,0,0,13320,0,2,ok,derived
rs_2026_general_revenue_14_02_02_25,2026_general_revenue_14_02_02,2026,general,一般会計,revenue,14,都支出金,02,都補助金,02,民生費補助金,25,保育士等キャリアアップ研修支援事業,492,951,459,951,0,0,951,0,1,ok,derived
rs_2026_general_revenue_14_02_02_31,2026_general_revenue_14_02_02,2026,general,一般会計,revenue,14,都支出金,02,都補助金,02,民生費補助金,31,人生１００年時代セカンドライフ応援事業補助金,7991,7581,-410,7581,0,0,7581,0,3,ok,derived
rs_2026_general_revenue_14_02_02_36,2026_general_revenue_14_02_02,2026,general,一般会計,revenue,14,都支出金,02,都補助金,02,民生費補助金,36,地域生活支援促進事業費,4069,6473,2404,6473,0,0,6473,0,4,ok,derived
rs_2026_general_revenue_14_02_02_37,2026_general_revenue_14_02_02,2026,general,一般会計,revenue,14,都支出金,02,都補助金,02,民生費補助金,37,地域生活支援事業費,137367,153246,15879,153246,0,0,153246,0,19,ok,derived
rs_2026_general_revenue_14_02_02_38,2026_general_revenue_14_02_02,2026,general,一般会計,revenue,14,都支出金,02,都補助金,02,民生費補助金,38,利用者支援体制強化事業,7962,10382,2420,10382,0,0,10382,0,1,ok,derived
rs_2026_general_revenue_14_02_02_40,2026_general_revenue_14_02_02,2026,general,一般会計,revenue,14,都支出金,02,都補助金,02,民生費補助金,40,保健医療政策区市町村包括補助事業費,96026,108591,12565,108591,0,0,108591,0,34,ok,derived
rs_2026_general_revenue_14_02_02_42,2026_general_revenue_14_02_02,2026,general,一般会計,revenue,14,都支出金,02,都補助金,02,民生費補助金,42,高齢者施策推進区市町村包括補助事業,156898,169918,13020,169918,0,0,169918,0,33,ok,derived
rs_2026_general_revenue_14_02_02_44,2026_general_revenue_14_02_02,2026,general,一般会計,revenue,14,都支出金,02,都補助金,02,民生費補助金,44,障害者施策推進区市町村包括補助事業費,228105,361465,133360,361465,0,0,361465,0,31,ok,derived
rs_2026_general_revenue_14_02_02_45,2026_general_revenue_14_02_02,2026,general,一般会計,revenue,14,都支出金,02,都補助金,02,民生費補助金,45,保育所等におけるＩＣＴ化推進事業,1500,5000,3500,5000,0,0,5000,0,2,ok,derived
rs_2026_general_revenue_14_02_02_50,2026_general_revenue_14_02_02,2026,general,一般会計,revenue,14,都支出金,02,都補助金,02,民生費補助金,50,福祉サービス費等,310284,701706,391422,701706,0,0,701706,0,2,ok,derived
rs_2026_general_revenue_14_02_02_54,2026_general_revenue_14_02_02,2026,general,一般会計,revenue,14,都支出金,02,都補助金,02,民生費補助金,54,区市町村高次脳機能障害者支援促進事業補助金,3076,3076,0,3076,0,0,3076,0,1,ok,derived
rs_2026_general_revenue_14_02_02_56,2026_general_revenue_14_02_02,2026,general,一般会計,revenue,14,都支出金,02,都補助金,02,民生費補助金,56,安心こども基金交付金,11708,22144,10436,22144,0,0,22144,0,3,ok,derived
rs_2026_general_revenue_14_02_02_57,2026_general_revenue_14_02_02,2026,general,一般会計,revenue,14,都支出金,02,都補助金,02,民生費補助金,57,待機児童解消区市町村支援事業,185611,919040,733429,919040,0,0,919040,0,2,ok,derived
rs_2026_general_revenue_14_02_02_59,2026_general_revenue_14_02_02,2026,general,一般会計,revenue,14,都支出金,02,都補助金,02,民生費補助金,59,子ども家庭支援区市町村包括補助事業,101886,101910,24,101910,0,0,101910,0,15,ok,derived
rs_2026_general_revenue_14_02_02_60,2026_general_revenue_14_02_02,2026,general,一般会計,revenue,14,都支出金,02,都補助金,02,民生費補助金,60,地域福祉推進区市町村包括補助事業,120029,135948,15919,135948,0,0,135948,0,20,ok,derived
rs_2026_general_revenue_14_02_02_61,2026_general_revenue_14_02_02,2026,general,一般会計,revenue,14,都支出金,02,都補助金,02,民生費補助金,61,一時預かり事業,13397,17461,4064,17461,0,0,17461,0,2,ok,derived
rs_2026_general_revenue_14_02_02_64,2026_general_revenue_14_02_02,2026,general,一般会計,revenue,14,都支出金,02,都補助金,02,民生費補助金,64,施設開設準備経費助成特別対策事業,65396,21336,-44060,21336,0,0,21336,0,1,ok,derived
rs_2026_general_revenue_14_02_02_68,2026_general_revenue_14_02_02,2026,general,一般会計,revenue,14,都支出金,02,都補助金,02,民生費補助金,68,子供家庭支援区市町村包括補助事業,261872,312389,50517,312389,0,0,312389,0,39,ok,derived
rs_2026_general_revenue_14_02_02_75,2026_general_revenue_14_02_02,2026,general,一般会計,revenue,14,都支出金,02,都補助金,02,民生費補助金,75,ひとり親家庭生活支援事業,29071,29879,808,29879,0,0,29879,0,3,ok,derived
rs_2026_general_revenue_14_02_02_82,2026_general_revenue_14_02_02,2026,general,一般会計,revenue,14,都支出金,02,都補助金,02,民生費補助金,82,区市町村在宅療養推進事業,17895,40740,22845,40740,0,0,40740,0,3,ok,derived
rs_2026_general_revenue_14_02_02_87,2026_general_revenue_14_02_02,2026,general,一般会計,revenue,14,都支出金,02,都補助金,02,民生費補助金,87,保育士等キャリアアップ補助金,777994,796860,18866,796860,0,0,796860,0,5,ok,derived
rs_2026_general_revenue_14_02_02_88,2026_general_revenue_14_02_02,2026,general,一般会計,revenue,14,都支出金,02,都補助金,02,民生費補助金,88,子供の居場所創設事業,2880,2880,0,2880,0,0,2880,0,1,ok,derived
rs_2026_general_revenue_14_02_02_91,2026_general_revenue_14_02_02,2026,general,一般会計,revenue,14,都支出金,02,都補助金,02,民生費補助金,91,定期利用保育事業,464,964,500,964,0,0,964,0,1,ok,derived
rs_2026_general_revenue_14_02_02_92,2026_general_revenue_14_02_02,2026,general,一般会計,revenue,14,都支出金,02,都補助金,02,民生費補助金,92,地域子ども・子育て支援事業,723507,971393,247886,971393,0,0,971393,0,33,ok,derived
rs_2026_general_revenue_14_02_02_93,2026_general_revenue_14_02_02,2026,general,一般会計,revenue,14,都支出金,02,都補助金,02,民生費補助金,93,東京都保育従事職員宿舎借り上げ支援事業,1136343,1176815,40472,1176815,0,0,1176815,0,1,ok,derived
rs_2026_general_revenue_14_02_02_95,2026_general_revenue_14_02_02,2026,general,一般会計,revenue,14,都支出金,02,都補助金,02,民生費補助金,95,保育対策総合支援事業費補助金,314711,290638,-24073,290638,0,0,290638,0,7,ok,derived
rs_2026_general_revenue_14_02_02_96,2026_general_revenue_14_02_02,2026,general,一般会計,revenue,14,都支出金,02,都補助金,02,民生費補助金,96,保育環境改善事業,2312,2353,41,2353,0,0,2353,0,1,ok,derived
rs_2026_general_revenue_14_02_02_98,2026_general_revenue_14_02_02,2026,general,一般会計,revenue,14,都支出金,02,都補助金,02,民生費補助金,98,出産・子育て応援事業,464810,492700,27890,492700,0,0,492700,0,2,ok,derived
rs_2026_general_revenue_14_02_02_99,2026_general_revenue_14_02_02,2026,general,一般会計,revenue,14,都支出金,02,都補助金,02,民生費補助金,99,地域医療介護総合確保基金,239916,44760,-195156,44760,0,0,44760,0,2,ok,derived
rs_2026_general_revenue_14_02_03_22,2026_general_revenue_14_02_03,2026,general,一般会計,revenue,14,都支出金,02,都補助金,03,環境費補助金,22,一般廃棄物の適正処理・資源利用における働き方改革事業,0,30000,30000,30000,0,0,30000,0,1,ok,derived
rs_2026_general_revenue_14_02_04_17,2026_general_revenue_14_02_04,2026,general,一般会計,revenue,14,都支出金,02,都補助金,04,衛生費補助金,17,健康診査費,33985,32550,-1435,32550,0,0,32550,0,3,ok,derived
rs_2026_general_revenue_14_02_04_18,2026_general_revenue_14_02_04,2026,general,一般会計,revenue,14,都支出金,02,都補助金,04,衛生費補助金,18,感染症対策費,6079,6364,285,6364,0,0,6364,0,1,ok,derived
rs_2026_general_revenue_14_02_04_19,2026_general_revenue_14_02_04,2026,general,一般会計,revenue,14,都支出金,02,都補助金,04,衛生費補助金,19,東京都妊婦健康診査事業費,92299,89501,-2798,89501,0,0,89501,0,2,ok,derived
rs_2026_general_revenue_14_02_04_26,2026_general_revenue_14_02_04,2026,general,一般会計,revenue,14,都支出金,02,都補助金,04,衛生費補助金,26,地域自殺対策強化交付金,7006,5768,-1238,5768,0,0,5768,0,1,ok,derived
rs_2026_general_revenue_14_02_04_27,2026_general_revenue_14_02_04,2026,general,一般会計,revenue,14,都支出金,02,都補助金,04,衛生費補助金,27,小児初期救急施設整備費等補助金,79,378,299,378,0,0,378,0,1,ok,derived
rs_2026_general_revenue_14_02_04_32,2026_general_revenue_14_02_04,2026,general,一般会計,revenue,14,都支出金,02,都補助金,04,衛生費補助金,32,健康相談費,1289,1289,0,1289,0,0,1289,0,1,ok,derived
rs_2026_general_revenue_14_02_04_38,2026_general_revenue_14_02_04,2026,general,一般会計,revenue,14,都支出金,02,都補助金,04,衛生費補助金,38,帯状疱疹ワクチン任意接種補助事業,63243,0,-63243,0,0,0,0,0,1,ok_zero_amount,derived
rs_2026_general_revenue_14_02_04_39,2026_general_revenue_14_02_04,2026,general,一般会計,revenue,14,都支出金,02,都補助金,04,衛生費補助金,39,ＨＰＶワクチン男性接種補助事業,26483,17870,-8613,17870,0,0,17870,0,1,ok,derived
rs_2026_general_revenue_14_02_04_41,2026_general_revenue_14_02_04,2026,general,一般会計,revenue,14,都支出金,02,都補助金,04,衛生費補助金,41,小児インフルエンザワクチン任意接種補助事業,80844,89978,9134,89978,0,0,89978,0,1,ok,derived
rs_2026_general_revenue_14_02_05_01,2026_general_revenue_14_02_05,2026,general,一般会計,revenue,14,都支出金,02,都補助金,05,産業経済費補助金,01,農業委員会費,1295,1295,0,1295,0,0,1295,0,2,ok,derived
rs_2026_general_revenue_14_02_05_05,2026_general_revenue_14_02_05,2026,general,一般会計,revenue,14,都支出金,02,都補助金,05,産業経済費補助金,05,商業振興費,124282,143691,19409,143691,0,0,143691,0,2,ok,derived
rs_2026_general_revenue_14_02_05_10,2026_general_revenue_14_02_05,2026,general,一般会計,revenue,14,都支出金,02,都補助金,05,産業経済費補助金,10,就業推進事業費,14995,14995,0,14995,0,0,14995,0,1,ok,derived
rs_2026_general_revenue_14_02_05_18,2026_general_revenue_14_02_05,2026,general,一般会計,revenue,14,都支出金,02,都補助金,05,産業経済費補助金,18,区市町村食育推進活動支援事業費補助金,1000,980,-20,980,0,0,980,0,1,ok,derived
rs_2026_general_revenue_14_02_05_21,2026_general_revenue_14_02_05,2026,general,一般会計,revenue,14,都支出金,02,都補助金,05,産業経済費補助金,21,都内ものづくり企業立地継続支援事業,2500,2500,0,2500,0,0,2500,0,1,ok,derived
rs_2026_general_revenue_14_02_05_26,2026_general_revenue_14_02_05,2026,general,一般会計,revenue,14,都支出金,02,都補助金,05,産業経済費補助金,26,農作物獣害防止対策事業費補助金,594,594,0,594,0,0,594,0,1,ok,derived
rs_2026_general_revenue_14_02_05_27,2026_general_revenue_14_02_05,2026,general,一般会計,revenue,14,都支出金,02,都補助金,05,産業経済費補助金,27,都市農地保全支援プロジェクト補助金,0,8147,8147,8147,0,0,8147,0,1,ok,derived
rs_2026_general_revenue_14_02_05_31,2026_general_revenue_14_02_05,2026,general,一般会計,revenue,14,都支出金,02,都補助金,05,産業経済費補助金,31,公共施設への多摩産材利用促進プロジェクト事業,16464,0,-16464,0,0,0,0,0,2,ok_zero_amount,derived
rs_2026_general_revenue_14_02_05_34,2026_general_revenue_14_02_05,2026,general,一般会計,revenue,14,都支出金,02,都補助金,05,産業経済費補助金,34,未来を創る商店街支援事業,2500,3000,500,3000,0,0,3000,0,1,ok,derived
rs_2026_general_revenue_14_02_05_36,2026_general_revenue_14_02_05,2026,general,一般会計,revenue,14,都支出金,02,都補助金,05,産業経済費補助金,36,未来に残す東京の農地プロジェクト補助金,19200,34321,15121,34321,0,0,34321,0,2,ok,derived
rs_2026_general_revenue_14_02_05_37,2026_general_revenue_14_02_05,2026,general,一般会計,revenue,14,都支出金,02,都補助金,05,産業経済費補助金,37,都市農業経営力強化事業補助金,17220,0,-17220,0,0,0,0,0,1,ok_zero_amount,derived
rs_2026_general_revenue_14_02_05_38,2026_general_revenue_14_02_05,2026,general,一般会計,revenue,14,都支出金,02,都補助金,05,産業経済費補助金,38,地域の観光需要対応支援事業,5000,0,-5000,0,0,0,0,0,1,ok_zero_amount,derived
rs_2026_general_revenue_14_02_05_39,2026_general_revenue_14_02_05,2026,general,一般会計,revenue,14,都支出金,02,都補助金,05,産業経済費補助金,39,地域産業活力創出支援事業,105409,108907,3498,108907,0,0,108907,0,7,ok,derived
rs_2026_general_revenue_14_02_05_40,2026_general_revenue_14_02_05,2026,general,一般会計,revenue,14,都支出金,02,都補助金,05,産業経済費補助金,40,東京都地域人材確保総合支援事業,41553,45752,4199,45752,0,0,45752,0,3,ok,derived
rs_2026_general_revenue_14_02_05_41,2026_general_revenue_14_02_05,2026,general,一般会計,revenue,14,都支出金,02,都補助金,05,産業経済費補助金,41,未来商店街活力向上支援事業,0,7000,7000,7000,0,0,7000,0,1,ok,derived
rs_2026_general_revenue_14_02_06_01,2026_general_revenue_14_02_06,2026,general,一般会計,revenue,14,都支出金,02,都補助金,06,土木費補助金,01,都市計画交付金,1877837,1954645,76808,1954645,0,0,1954645,0,17,ok,derived
rs_2026_general_revenue_14_02_06_11,2026_general_revenue_14_02_06,2026,general,一般会計,revenue,14,都支出金,02,都補助金,06,土木費補助金,11,木造住宅密集地域整備促進費,14504,34196,19692,34196,0,0,34196,0,2,ok,derived
rs_2026_general_revenue_14_02_06_14,2026_general_revenue_14_02_06,2026,general,一般会計,revenue,14,都支出金,02,都補助金,06,土木費補助金,14,国土利用計画事務費,96,86,-10,86,0,0,86,0,1,ok,derived
rs_2026_general_revenue_14_02_06_23,2026_general_revenue_14_02_06,2026,general,一般会計,revenue,14,都支出金,02,都補助金,06,土木費補助金,23,家賃収入補助,16619,18401,1782,18401,0,0,18401,0,1,ok,derived
rs_2026_general_revenue_14_02_06_25,2026_general_revenue_14_02_06,2026,general,一般会計,revenue,14,都支出金,02,都補助金,06,土木費補助金,25,鉄道駅エレベーター等整備補助,240000,0,-240000,0,0,0,0,0,1,ok_zero_amount,derived
rs_2026_general_revenue_14_02_06_37,2026_general_revenue_14_02_06,2026,general,一般会計,revenue,14,都支出金,02,都補助金,06,土木費補助金,37,緊急輸送道路沿道建築物耐震化促進事業費,23267,37981,14714,37981,0,0,37981,0,1,ok,derived
rs_2026_general_revenue_14_02_06_39,2026_general_revenue_14_02_06,2026,general,一般会計,revenue,14,都支出金,02,都補助金,06,土木費補助金,39,耐震化促進普及啓発活動支援事業,3904,5386,1482,5386,0,0,5386,0,1,ok,derived
rs_2026_general_revenue_14_02_06_41,2026_general_revenue_14_02_06,2026,general,一般会計,revenue,14,都支出金,02,都補助金,06,土木費補助金,41,無電柱化事業補助,13500,8400,-5100,8400,0,0,8400,0,2,ok,derived
rs_2026_general_revenue_14_02_06_45,2026_general_revenue_14_02_06,2026,general,一般会計,revenue,14,都支出金,02,都補助金,06,土木費補助金,45,不燃化推進特定整備事業,155521,130360,-25161,130360,0,0,130360,0,1,ok,derived
rs_2026_general_revenue_14_02_06_48,2026_general_revenue_14_02_06,2026,general,一般会計,revenue,14,都支出金,02,都補助金,06,土木費補助金,48,マンション耐震化促進事業,32903,28012,-4891,28012,0,0,28012,0,1,ok,derived
rs_2026_general_revenue_14_02_06_52,2026_general_revenue_14_02_06,2026,general,一般会計,revenue,14,都支出金,02,都補助金,06,土木費補助金,52,空き家利活用等区市町村支援事業,6073,16109,10036,16109,0,0,16109,0,3,ok,derived
rs_2026_general_revenue_14_02_06_57,2026_general_revenue_14_02_06,2026,general,一般会計,revenue,14,都支出金,02,都補助金,06,土木費補助金,57,防災生活道路整備・不燃化促進事業費,2661,2749,88,2749,0,0,2749,0,1,ok,derived
rs_2026_general_revenue_14_02_06_58,2026_general_revenue_14_02_06,2026,general,一般会計,revenue,14,都支出金,02,都補助金,06,土木費補助金,58,住宅セーフティネット制度活用助成事業,3480,3720,240,3720,0,0,3720,0,1,ok,derived
rs_2026_general_revenue_14_02_06_61,2026_general_revenue_14_02_06,2026,general,一般会計,revenue,14,都支出金,02,都補助金,06,土木費補助金,61,生産緑地買取り事業補助金,421865,135557,-286308,135557,0,0,135557,0,1,ok,derived
rs_2026_general_revenue_14_02_06_62,2026_general_revenue_14_02_06,2026,general,一般会計,revenue,14,都支出金,02,都補助金,06,土木費補助金,62,ブロック塀等安全対策促進事業,1000,1062,62,1062,0,0,1062,0,1,ok,derived
rs_2026_general_revenue_14_02_06_65,2026_general_revenue_14_02_06,2026,general,一般会計,revenue,14,都支出金,02,都補助金,06,土木費補助金,65,戸建住宅等耐震化促進事業,30415,42684,12269,42684,0,0,42684,0,1,ok,derived
rs_2026_general_revenue_14_02_06_66,2026_general_revenue_14_02_06,2026,general,一般会計,revenue,14,都支出金,02,都補助金,06,土木費補助金,66,持続可能な地域公共交通実現に向けた事業費補助金,13053,5232,-7821,5232,0,0,5232,0,1,ok,derived
rs_2026_general_revenue_14_02_06_70,2026_general_revenue_14_02_06,2026,general,一般会計,revenue,14,都支出金,02,都補助金,06,土木費補助金,70,東京都住宅・建築物土砂災害対策事業補助金,193,193,0,193,0,0,193,0,1,ok,derived
rs_2026_general_revenue_14_02_06_71,2026_general_revenue_14_02_06,2026,general,一般会計,revenue,14,都支出金,02,都補助金,06,土木費補助金,71,流域対策等強化・推進事業,4234,41241,37007,41241,0,0,41241,0,5,ok,derived
rs_2026_general_revenue_14_02_06_72,2026_general_revenue_14_02_06,2026,general,一般会計,revenue,14,都支出金,02,都補助金,06,土木費補助金,72,特別緑地保全地区買取等補助事業,0,0,0,0,0,0,0,0,1,ok_zero_amount,derived
rs_2026_general_revenue_14_02_07_09,2026_general_revenue_14_02_07,2026,general,一般会計,revenue,14,都支出金,02,都補助金,07,教育費補助金,09,放課後子どもプラン,253321,262885,9564,262885,0,0,262885,0,2,ok,derived
rs_2026_general_revenue_14_02_07_15,2026_general_revenue_14_02_07,2026,general,一般会計,revenue,14,都支出金,02,都補助金,07,教育費補助金,15,スクールソーシャルワーカー活用事業費,26629,40794,14165,40794,0,0,40794,0,4,ok,derived
rs_2026_general_revenue_14_02_07_18,2026_general_revenue_14_02_07,2026,general,一般会計,revenue,14,都支出金,02,都補助金,07,教育費補助金,18,教育支援活動促進事業,262,262,0,262,0,0,262,0,2,ok,derived
rs_2026_general_revenue_14_02_07_19,2026_general_revenue_14_02_07,2026,general,一般会計,revenue,14,都支出金,02,都補助金,07,教育費補助金,19,家庭教育支援基盤形成事業費,1767,1720,-47,1720,0,0,1720,0,1,ok,derived
rs_2026_general_revenue_14_02_07_20,2026_general_revenue_14_02_07,2026,general,一般会計,revenue,14,都支出金,02,都補助金,07,教育費補助金,20,人権啓発活動区市町村補助金,1023,913,-110,913,0,0,913,0,1,ok,derived
rs_2026_general_revenue_14_02_07_21,2026_general_revenue_14_02_07,2026,general,一般会計,revenue,14,都支出金,02,都補助金,07,教育費補助金,21,文化財保存事業費補助金,6456,5576,-880,5576,0,0,5576,0,1,ok,derived
rs_2026_general_revenue_14_02_07_23,2026_general_revenue_14_02_07,2026,general,一般会計,revenue,14,都支出金,02,都補助金,07,教育費補助金,23,公立学校施設非構造部材耐震化支援事業補助金,0,0,0,0,0,0,0,0,2,ok_zero_amount,derived
rs_2026_general_revenue_14_02_07_27,2026_general_revenue_14_02_07,2026,general,一般会計,revenue,14,都支出金,02,都補助金,07,教育費補助金,27,公立学校施設トイレ整備支援事業,60868,0,-60868,0,0,0,0,0,2,ok_zero_amount,derived
rs_2026_general_revenue_14_02_07_30,2026_general_revenue_14_02_07,2026,general,一般会計,revenue,14,都支出金,02,都補助金,07,教育費補助金,30,地域学校協働活動推進事業,22256,0,-22256,0,0,0,0,0,1,ok_zero_amount,derived
rs_2026_general_revenue_14_02_07_31,2026_general_revenue_14_02_07,2026,general,一般会計,revenue,14,都支出金,02,都補助金,07,教育費補助金,31,スクール・サポート・スタッフ配置支援事業補助金,193382,218228,24846,218228,0,0,218228,0,1,ok,derived
rs_2026_general_revenue_14_02_07_38,2026_general_revenue_14_02_07,2026,general,一般会計,revenue,14,都支出金,02,都補助金,07,教育費補助金,38,不登校特例校設置学習環境整備事業,10000,0,-10000,0,0,0,0,0,1,ok_zero_amount,derived
rs_2026_general_revenue_14_02_07_41,2026_general_revenue_14_02_07,2026,general,一般会計,revenue,14,都支出金,02,都補助金,07,教育費補助金,41,学校飼育動物にかかる獣医師活用補助事業,106,82,-24,82,0,0,82,0,1,ok,derived
rs_2026_general_revenue_14_02_07_44,2026_general_revenue_14_02_07,2026,general,一般会計,revenue,14,都支出金,02,都補助金,07,教育費補助金,44,教育支援センター機能強化補助事業補助金,7080,2100,-4980,2100,0,0,2100,0,1,ok,derived
rs_2026_general_revenue_14_02_07_45,2026_general_revenue_14_02_07,2026,general,一般会計,revenue,14,都支出金,02,都補助金,07,教育費補助金,45,東京都デジタル利活用支援員配置支援事業,189428,229499,40071,229499,0,0,229499,0,1,ok,derived
rs_2026_general_revenue_14_02_07_48,2026_general_revenue_14_02_07,2026,general,一般会計,revenue,14,都支出金,02,都補助金,07,教育費補助金,48,中学校の部活動における外部指導者配置支援事業,100891,122447,21556,122447,0,0,122447,0,1,ok,derived
rs_2026_general_revenue_14_02_07_53,2026_general_revenue_14_02_07,2026,general,一般会計,revenue,14,都支出金,02,都補助金,07,教育費補助金,53,学校マネジメント強化事業,32558,53601,21043,53601,0,0,53601,0,1,ok,derived
rs_2026_general_revenue_14_02_07_54,2026_general_revenue_14_02_07,2026,general,一般会計,revenue,14,都支出金,02,都補助金,07,教育費補助金,54,学校給食費支援事業,1249712,1356389,106677,1356389,0,0,1356389,0,7,ok,derived
rs_2026_general_revenue_14_02_07_58,2026_general_revenue_14_02_07,2026,general,一般会計,revenue,14,都支出金,02,都補助金,07,教育費補助金,58,エデュケーション・アシスタント配置支援事業,266039,293532,27493,293532,0,0,293532,0,1,ok,derived
rs_2026_general_revenue_14_02_07_59,2026_general_revenue_14_02_07,2026,general,一般会計,revenue,14,都支出金,02,都補助金,07,教育費補助金,59,東京都公立小・中学校インクルーシブ教育支援員配置補助事業,194241,212715,18474,212715,0,0,212715,0,4,ok,derived
rs_2026_general_revenue_14_02_07_60,2026_general_revenue_14_02_07,2026,general,一般会計,revenue,14,都支出金,02,都補助金,07,教育費補助金,60,公立幼稚園におけるＩＣＴ環境整備支援事業補助金,1457,0,-1457,0,0,0,0,0,1,ok_zero_amount,derived
rs_2026_general_revenue_14_02_07_61,2026_general_revenue_14_02_07,2026,general,一般会計,revenue,14,都支出金,02,都補助金,07,教育費補助金,61,笑顔と学びの体験活動プロジェクト子供企画型補助金,0,7200,7200,7200,0,0,7200,0,1,ok,derived
