年度,当初補正区分,当初補正区分名称,事業区分,事業区分名称,所属,所属名称,歳入番号,歳入番号名称,会計,会計名称,款,款名称,項,項名称,目,目名称,節,節名称,細節,細節名称,前々年度決算額,予算前額,予算要求額,予算見積額,現計予算額,充当前額,充当要求額,充当額,現計充当額,未充当前額,未充当要求額,未充当額,現計未充当額,要求額対見積額,前年度対要求額,前年度対見積額,財源区分,財源区分名称,要求内容,補正内容,査定内容,経常臨時区分,経常臨時区分名称,査定区分,要求（予算額）,一次（予算額）,二次（予算額）,三次（予算額）,四次（予算額）,五次（予算額）,六次（予算額）
2026,0,当初,1,一次経費,3645200000,高福＊介護保険課,6672,国庫補助金現年度分総合事業指定事業者実施サービス等諸費（調整）,41,介護保険事業会計,43,国庫支出金,2,国庫補助金,1,調整交付金,1,現年度分,36,総合事業指定事業者実施サービス等諸費（調整）,0,20684,15682,15682,15682,20684,15682,15682,15682,0,0,0,0,0,-5002,-5002,1,国庫支出金,,,,1,経常,1,15682,0,0,0,0,0,0
2026,0,当初,1,一次経費,3645200000,高福＊介護保険課,2426,国庫補助金現年度分介護給付適正化事業,41,介護保険事業会計,43,国庫支出金,2,国庫補助金,5,地域支援事業交付金（包括的支援事業・任意事業）,1,現年度分,7,介護給付適正化事業,0,1157,1306,1306,1306,1157,1306,1306,1306,0,0,0,0,0,149,149,1,国庫支出金,,,,1,経常,1,1306,0,0,0,0,0,0
2026,0,当初,1,一次経費,3645200000,高福＊介護保険課,6278,国庫補助金現年度分家族介護支援事業,41,介護保険事業会計,43,国庫支出金,2,国庫補助金,5,地域支援事業交付金（包括的支援事業・任意事業）,1,現年度分,18,家族介護支援事業,0,1376,1568,1568,1568,1376,1568,1568,1568,0,0,0,0,0,192,192,1,国庫支出金,,,,1,経常,1,1568,0,0,0,0,0,0
2026,0,当初,1,一次経費,3645200000,高福＊介護保険課,4791,国庫補助金介護保険災害臨時特例補助金居宅介護サービス給付費,41,介護保険事業会計,43,国庫支出金,2,国庫補助金,10,介護保険災害臨時特例補助金,1,介護保険災害臨時特例補助金,1,居宅介護サービス給付費,0,35,35,35,35,35,35,35,35,0,0,0,0,0,0,0,1,国庫支出金,,,,1,経常,1,35,0,0,0,0,0,0
2026,0,当初,1,一次経費,3645200000,高福＊介護保険課,4885,国庫補助金介護保険災害臨時特例補助金介護保険事業管理運営,41,介護保険事業会計,43,国庫支出金,2,国庫補助金,10,介護保険災害臨時特例補助金,1,介護保険災害臨時特例補助金,2,介護保険事業管理運営,0,24,12,12,12,24,12,12,12,0,0,0,0,0,-12,-12,1,国庫支出金,,,,1,経常,1,12,0,0,0,0,0,0
2026,0,当初,1,一次経費,3645200000,高福＊介護保険課,6463,国庫補助金現年度分高額介護サービス費相当等事業費（地域支援）,41,介護保険事業会計,43,国庫支出金,2,国庫補助金,14,地域支援事業交付金（介護予防・日常生活支援総合事業）,1,現年度分,9,高額介護サービス費相当等事業費（地域支援）,0,1820,1995,1995,1995,1820,1995,1995,1995,0,0,0,0,0,175,175,1,国庫支出金,,,,1,経常,1,1995,0,0,0,0,0,0
2026,0,当初,1,一次経費,3645200000,高福＊介護保険課,6671,国庫補助金現年度分総合事業指定事業者実施サービス等諸費（地域支援,41,介護保険事業会計,43,国庫支出金,2,国庫補助金,14,地域支援事業交付金（介護予防・日常生活支援総合事業）,1,現年度分,13,総合事業指定事業者実施サービス等諸費（地域支援）,0,255350,257087,257087,257087,255350,257087,257087,257087,0,0,0,0,0,1737,1737,1,国庫支出金,,,,1,経常,1,257087,0,0,0,0,0,0
2026,0,当初,1,一次経費,3645200000,高福＊介護保険課,7833,国庫補助金保険者機能強化推進交付金重層的支援体制整備事業繰出金,41,介護保険事業会計,43,国庫支出金,2,国庫補助金,16,保険者機能強化推進交付金,1,保険者機能強化推進交付金,4,重層的支援体制整備事業繰出金,0,48837,43954,43954,43954,48837,43954,43954,43954,0,0,0,0,0,-4883,-4883,1,国庫支出金,,,,1,経常,1,43954,0,0,0,0,0,0
2026,0,当初,1,一次経費,3645200000,高福＊介護保険課,1412,支払基金交付金現年度分居宅介護サービス給付費,41,介護保険事業会計,44,支払基金交付金,1,支払基金交付金,1,介護給付費交付金,1,現年度分,1,居宅介護サービス給付費,0,10146481,10488898,10488898,10488898,10146481,10488898,10488898,10488898,0,0,0,0,0,342417,342417,14,支払基金交付金,,,,1,経常,1,10488898,0,0,0,0,0,0
2026,0,当初,1,一次経費,3645200000,高福＊介護保険課,1413,支払基金交付金現年度分施設介護サービス給付費,41,介護保険事業会計,44,支払基金交付金,1,支払基金交付金,1,介護給付費交付金,1,現年度分,2,施設介護サービス給付費,0,3604665,3716010,3716010,3716010,3604665,3716010,3716010,3716010,0,0,0,0,0,111345,111345,14,支払基金交付金,,,,1,経常,1,3716010,0,0,0,0,0,0
2026,0,当初,1,一次経費,3645200000,高福＊介護保険課,1414,支払基金交付金現年度分居宅介護福祉用具購入費,41,介護保険事業会計,44,支払基金交付金,1,支払基金交付金,1,介護給付費交付金,1,現年度分,3,居宅介護福祉用具購入費,0,24890,25212,25212,25212,24890,25212,25212,25212,0,0,0,0,0,322,322,14,支払基金交付金,,,,1,経常,1,25212,0,0,0,0,0,0
2026,0,当初,1,一次経費,3645200000,高福＊介護保険課,1415,支払基金交付金現年度分居宅介護住宅改修費,41,介護保険事業会計,44,支払基金交付金,1,支払基金交付金,1,介護給付費交付金,1,現年度分,4,居宅介護住宅改修費,0,38409,38550,38550,38550,38409,38550,38550,38550,0,0,0,0,0,141,141,14,支払基金交付金,,,,1,経常,1,38550,0,0,0,0,0,0
2026,0,当初,1,一次経費,3645200000,高福＊介護保険課,1416,支払基金交付金現年度分居宅介護サービス計画費,41,介護保険事業会計,44,支払基金交付金,1,支払基金交付金,1,介護給付費交付金,1,現年度分,5,居宅介護サービス計画費,0,1056809,1060020,1060020,1060020,1056809,1060020,1060020,1060020,0,0,0,0,0,3211,3211,14,支払基金交付金,,,,1,経常,1,1060020,0,0,0,0,0,0
2026,0,当初,1,一次経費,3645200000,高福＊介護保険課,1421,支払基金交付金現年度分審査支払手数料,41,介護保険事業会計,44,支払基金交付金,1,支払基金交付金,1,介護給付費交付金,1,現年度分,10,審査支払手数料,0,22673,22931,22931,22931,22673,22931,22931,22931,0,0,0,0,0,258,258,14,支払基金交付金,,,,1,経常,1,22931,0,0,0,0,0,0
2026,0,当初,1,一次経費,3645200000,高福＊介護保険課,1422,支払基金交付金現年度分高額介護サービス費,41,介護保険事業会計,44,支払基金交付金,1,支払基金交付金,1,介護給付費交付金,1,現年度分,11,高額介護サービス費,0,625844,637478,637478,637478,625844,637478,637478,637478,0,0,0,0,0,11634,11634,14,支払基金交付金,,,,1,経常,1,637478,0,0,0,0,0,0
2026,0,当初,1,一次経費,3645200000,高福＊介護保険課,2488,支払基金交付金現年度分地域密着型介護サービス給付費,41,介護保険事業会計,44,支払基金交付金,1,支払基金交付金,1,介護給付費交付金,1,現年度分,13,地域密着型介護サービス給付費,0,2689366,2589570,2589570,2589570,2689366,2589570,2589570,2589570,0,0,0,0,0,-99796,-99796,14,支払基金交付金,,,,1,経常,1,2589570,0,0,0,0,0,0
2026,0,当初,1,一次経費,3645200000,高福＊介護保険課,2489,支払基金交付金現年度分地域密着型介護予防サービス給付費,41,介護保険事業会計,44,支払基金交付金,1,支払基金交付金,1,介護給付費交付金,1,現年度分,14,地域密着型介護予防サービス給付費,0,10377,9689,9689,9689,10377,9689,9689,9689,0,0,0,0,0,-688,-688,14,支払基金交付金,,,,1,経常,1,9689,0,0,0,0,0,0
2026,0,当初,1,一次経費,3645200000,高福＊介護保険課,2490,支払基金交付金現年度分特定入所者介護サービス費,41,介護保険事業会計,44,支払基金交付金,1,支払基金交付金,1,介護給付費交付金,1,現年度分,15,特定入所者介護サービス費,0,209106,179737,179737,179737,209106,179737,179737,179737,0,0,0,0,0,-29369,-29369,14,支払基金交付金,,,,1,経常,1,179737,0,0,0,0,0,0
2026,0,当初,1,一次経費,3645200000,高福＊介護保険課,2491,支払基金交付金現年度分特定入所者介護予防サービス費,41,介護保険事業会計,44,支払基金交付金,1,支払基金交付金,1,介護給付費交付金,1,現年度分,16,特定入所者介護予防サービス費,0,109,109,109,109,109,109,109,109,0,0,0,0,0,0,0,14,支払基金交付金,,,,1,経常,1,109,0,0,0,0,0,0
2026,0,当初,1,一次経費,3645200000,高福＊介護保険課,2529,支払基金交付金現年度分介護予防サービス給付費,41,介護保険事業会計,44,支払基金交付金,1,支払基金交付金,1,介護給付費交付金,1,現年度分,17,介護予防サービス給付費,0,326944,361260,361260,361260,326944,361260,361260,361260,0,0,0,0,0,34316,34316,14,支払基金交付金,,,,1,経常,1,361260,0,0,0,0,0,0
2026,0,当初,1,一次経費,3645200000,高福＊介護保険課,2530,支払基金交付金現年度分介護予防福祉用具購入費,41,介護保険事業会計,44,支払基金交付金,1,支払基金交付金,1,介護給付費交付金,1,現年度分,18,介護予防福祉用具購入費,0,4887,4619,4619,4619,4887,4619,4619,4619,0,0,0,0,0,-268,-268,14,支払基金交付金,,,,1,経常,1,4619,0,0,0,0,0,0
2026,0,当初,1,一次経費,3645200000,高福＊介護保険課,2531,支払基金交付金現年度分介護予防住宅改修費,41,介護保険事業会計,44,支払基金交付金,1,支払基金交付金,1,介護給付費交付金,1,現年度分,19,介護予防住宅改修費,0,21109,21738,21738,21738,21109,21738,21738,21738,0,0,0,0,0,629,629,14,支払基金交付金,,,,1,経常,1,21738,0,0,0,0,0,0
2026,0,当初,1,一次経費,3645200000,高福＊介護保険課,2532,支払基金交付金現年度分介護予防サービス計画給付費,41,介護保険事業会計,44,支払基金交付金,1,支払基金交付金,1,介護給付費交付金,1,現年度分,20,介護予防サービス計画給付費,0,65234,65733,65733,65733,65234,65733,65733,65733,0,0,0,0,0,499,499,14,支払基金交付金,,,,1,経常,1,65733,0,0,0,0,0,0
2026,0,当初,1,一次経費,3645200000,高福＊介護保険課,2533,支払基金交付金現年度分高額介護予防サービス費,41,介護保険事業会計,44,支払基金交付金,1,支払基金交付金,1,介護給付費交付金,1,現年度分,21,高額介護予防サービス費,0,1025,1349,1349,1349,1025,1349,1349,1349,0,0,0,0,0,324,324,14,支払基金交付金,,,,1,経常,1,1349,0,0,0,0,0,0
2026,0,当初,1,一次経費,3645200000,高福＊介護保険課,4017,支払基金交付金現年度分高額医療合算介護サービス費,41,介護保険事業会計,44,支払基金交付金,1,支払基金交付金,1,介護給付費交付金,1,現年度分,25,高額医療合算介護サービス費,0,114327,116794,116794,116794,114327,116794,116794,116794,0,0,0,0,0,2467,2467,14,支払基金交付金,,,,1,経常,1,116794,0,0,0,0,0,0
2026,0,当初,1,一次経費,3645200000,高福＊介護保険課,4025,支払基金交付金現年度分高額医療合算介護予防サービス費,41,介護保険事業会計,44,支払基金交付金,1,支払基金交付金,1,介護給付費交付金,1,現年度分,26,高額医療合算介護予防サービス費,0,1234,1234,1234,1234,1234,1234,1234,1234,0,0,0,0,0,0,0,14,支払基金交付金,,,,1,経常,1,1234,0,0,0,0,0,0
2026,0,当初,1,一次経費,3645200000,高福＊介護保険課,5889,支払基金交付金現年度分高額介護サービス費相当等事業費,41,介護保険事業会計,44,支払基金交付金,1,支払基金交付金,3,地域支援事業支援交付金（介護予防・日常生活支援総合事業）,1,現年度分,6,高額介護サービス費相当等事業費,0,2457,2693,2693,2693,2457,2693,2693,2693,0,0,0,0,0,236,236,14,支払基金交付金,,,,1,経常,1,2693,0,0,0,0,0,0
2026,0,当初,1,一次経費,3645200000,高福＊介護保険課,6673,支払基金交付金現年度分総合事業指定事業者実施サービス等諸費,41,介護保険事業会計,44,支払基金交付金,1,支払基金交付金,3,地域支援事業支援交付金（介護予防・日常生活支援総合事業）,1,現年度分,9,総合事業指定事業者実施サービス等諸費,0,344722,347068,347068,347068,344722,347068,347068,347068,0,0,0,0,0,2346,2346,14,支払基金交付金,,,,1,経常,1,347068,0,0,0,0,0,0
2026,0,当初,1,一次経費,3645200000,高福＊介護保険課,7834,支払基金交付金現年度分重層的支援体制整備事業繰出金,41,介護保険事業会計,44,支払基金交付金,1,支払基金交付金,3,地域支援事業支援交付金（介護予防・日常生活支援総合事業）,1,現年度分,10,重層的支援体制整備事業繰出金,0,14696,15836,15836,15836,14696,15836,15836,15836,0,0,0,0,0,1140,1140,14,支払基金交付金,,,,1,経常,1,15836,0,0,0,0,0,0
2026,0,当初,1,一次経費,3645200000,高福＊介護保険課,1424,都負担金現年度分居宅介護サービス給付費,41,介護保険事業会計,45,都支出金,1,都負担金,1,介護給付費負担金,1,現年度分,1,居宅介護サービス給付費,0,5248734,5442185,5442185,5442185,5248734,5442185,5442185,5442185,0,0,0,0,0,193451,193451,2,都支出金,,,,1,経常,1,5442185,0,0,0,0,0,0
2026,0,当初,1,一次経費,3645200000,高福＊介護保険課,1425,都負担金現年度分施設介護サービス給付費,41,介護保険事業会計,45,都支出金,1,都負担金,1,介護給付費負担金,1,現年度分,2,施設介護サービス給付費,0,2336357,2408525,2408525,2408525,2336357,2408525,2408525,2408525,0,0,0,0,0,72168,72168,2,都支出金,,,,1,経常,1,2408525,0,0,0,0,0,0
2026,0,当初,1,一次経費,3645200000,高福＊介護保険課,1426,都負担金現年度分居宅介護福祉用具購入費,41,介護保険事業会計,45,都支出金,1,都負担金,1,介護給付費負担金,1,現年度分,3,居宅介護福祉用具購入費,0,11523,11672,11672,11672,11523,11672,11672,11672,0,0,0,0,0,149,149,2,都支出金,,,,1,経常,1,11672,0,0,0,0,0,0
2026,0,当初,1,一次経費,3645200000,高福＊介護保険課,1427,都負担金現年度分居宅介護住宅改修費,41,介護保険事業会計,45,都支出金,1,都負担金,1,介護給付費負担金,1,現年度分,4,居宅介護住宅改修費,0,17782,17847,17847,17847,17782,17847,17847,17847,0,0,0,0,0,65,65,2,都支出金,,,,1,経常,1,17847,0,0,0,0,0,0
2026,0,当初,1,一次経費,3645200000,高福＊介護保険課,1428,都負担金現年度分居宅介護サービス計画費,41,介護保険事業会計,45,都支出金,1,都負担金,1,介護給付費負担金,1,現年度分,5,居宅介護サービス計画費,0,489264,490750,490750,490750,489264,490750,490750,490750,0,0,0,0,0,1486,1486,2,都支出金,,,,1,経常,1,490750,0,0,0,0,0,0
2026,0,当初,1,一次経費,3645200000,高福＊介護保険課,1433,都負担金現年度分審査支払手数料,41,介護保険事業会計,45,都支出金,1,都負担金,1,介護給付費負担金,1,現年度分,10,審査支払手数料,0,10819,10942,10942,10942,10819,10942,10942,10942,0,0,0,0,0,123,123,2,都支出金,,,,1,経常,1,10942,0,0,0,0,0,0
2026,0,当初,1,一次経費,3645200000,高福＊介護保険課,1434,都負担金現年度分高額介護サービス費,41,介護保険事業会計,45,都支出金,1,都負担金,1,介護給付費負担金,1,現年度分,11,高額介護サービス費,0,289743,295129,295129,295129,289743,295129,295129,295129,0,0,0,0,0,5386,5386,2,都支出金,,,,1,経常,1,295129,0,0,0,0,0,0
2026,0,当初,1,一次経費,3645200000,高福＊介護保険課,2492,都負担金現年度分地域密着型介護サービス給付費,41,介護保険事業会計,45,都支出金,1,都負担金,1,介護給付費負担金,1,現年度分,13,地域密着型介護サービス給付費,0,1245077,1198875,1198875,1198875,1245077,1198875,1198875,1198875,0,0,0,0,0,-46202,-46202,2,都支出金,,,,1,経常,1,1198875,0,0,0,0,0,0
2026,0,当初,1,一次経費,3645200000,高福＊介護保険課,2493,都負担金現年度分地域密着型介護予防サービス給付費,41,介護保険事業会計,45,都支出金,1,都負担金,1,介護給付費負担金,1,現年度分,14,地域密着型介護予防サービス給付費,0,4804,4486,4486,4486,4804,4486,4486,4486,0,0,0,0,0,-318,-318,2,都支出金,,,,1,経常,1,4486,0,0,0,0,0,0
2026,0,当初,1,一次経費,3645200000,高福＊介護保険課,2494,都負担金現年度分特定入所者介護サービス費,41,介護保険事業会計,45,都支出金,1,都負担金,1,介護給付費負担金,1,現年度分,15,特定入所者介護サービス費,0,132710,113817,113817,113817,132710,113817,113817,113817,0,0,0,0,0,-18893,-18893,2,都支出金,,,,1,経常,1,113817,0,0,0,0,0,0
2026,0,当初,1,一次経費,3645200000,高福＊介護保険課,2495,都負担金現年度分特定入所者介護予防サービス費,41,介護保険事業会計,45,都支出金,1,都負担金,1,介護給付費負担金,1,現年度分,16,特定入所者介護予防サービス費,0,50,50,50,50,50,50,50,50,0,0,0,0,0,0,0,2,都支出金,,,,1,経常,1,50,0,0,0,0,0,0
2026,0,当初,1,一次経費,3645200000,高福＊介護保険課,2534,都負担金現年度分介護予防サービス給付費,41,介護保険事業会計,45,都支出金,1,都負担金,1,介護給付費負担金,1,現年度分,17,介護予防サービス給付費,0,169158,188123,188123,188123,169158,188123,188123,188123,0,0,0,0,0,18965,18965,2,都支出金,,,,1,経常,1,188123,0,0,0,0,0,0
2026,0,当初,1,一次経費,3645200000,高福＊介護保険課,2535,都負担金現年度分介護予防福祉用具購入費,41,介護保険事業会計,45,都支出金,1,都負担金,1,介護給付費負担金,1,現年度分,18,介護予防福祉用具購入費,0,2263,2139,2139,2139,2263,2139,2139,2139,0,0,0,0,0,-124,-124,2,都支出金,,,,1,経常,1,2139,0,0,0,0,0,0
2026,0,当初,1,一次経費,3645200000,高福＊介護保険課,2536,都負担金現年度分介護予防住宅改修費,41,介護保険事業会計,45,都支出金,1,都負担金,1,介護給付費負担金,1,現年度分,19,介護予防住宅改修費,0,9773,10064,10064,10064,9773,10064,10064,10064,0,0,0,0,0,291,291,2,都支出金,,,,1,経常,1,10064,0,0,0,0,0,0
2026,0,当初,1,一次経費,3645200000,高福＊介護保険課,2537,都負担金現年度分介護予防サービス計画給付費,41,介護保険事業会計,45,都支出金,1,都負担金,1,介護給付費負担金,1,現年度分,20,介護予防サービス計画給付費,0,30201,30432,30432,30432,30201,30432,30432,30432,0,0,0,0,0,231,231,2,都支出金,,,,1,経常,1,30432,0,0,0,0,0,0
2026,0,当初,1,一次経費,3645200000,高福＊介護保険課,2538,都負担金現年度分高額介護予防サービス費,41,介護保険事業会計,45,都支出金,1,都負担金,1,介護給付費負担金,1,現年度分,21,高額介護予防サービス費,0,475,624,624,624,475,624,624,624,0,0,0,0,0,149,149,2,都支出金,,,,1,経常,1,624,0,0,0,0,0,0
2026,0,当初,1,一次経費,3645200000,高福＊介護保険課,4018,都負担金現年度分高額医療合算介護サービス費,41,介護保険事業会計,45,都支出金,1,都負担金,1,介護給付費負担金,1,現年度分,24,高額医療合算介護サービス費,0,52929,54071,54071,54071,52929,54071,54071,54071,0,0,0,0,0,1142,1142,2,都支出金,,,,1,経常,1,54071,0,0,0,0,0,0
2026,0,当初,1,一次経費,3645200000,高福＊介護保険課,4026,都負担金現年度分高額医療合算介護予防サービス費,41,介護保険事業会計,45,都支出金,1,都負担金,1,介護給付費負担金,1,現年度分,25,高額医療合算介護予防サービス費,0,571,571,571,571,571,571,571,571,0,0,0,0,0,0,0,2,都支出金,,,,1,経常,1,571,0,0,0,0,0,0
2026,0,当初,1,一次経費,3645200000,高福＊介護保険課,2443,都補助金現年度分介護給付適正化事業,41,介護保険事業会計,45,都支出金,3,都補助金,2,地域支援事業交付金（包括的支援事業・任意事業）,1,現年度分,7,介護給付適正化事業,0,578,653,653,653,578,653,653,653,0,0,0,0,0,75,75,2,都支出金,,,,1,経常,1,653,0,0,0,0,0,0
2026,0,当初,1,一次経費,3645200000,高福＊介護保険課,6279,都補助金現年度分家族介護支援事業,41,介護保険事業会計,45,都支出金,3,都補助金,2,地域支援事業交付金（包括的支援事業・任意事業）,1,現年度分,18,家族介護支援事業,0,688,784,784,784,688,784,784,784,0,0,0,0,0,96,96,2,都支出金,,,,1,経常,1,784,0,0,0,0,0,0
2026,0,当初,1,一次経費,3645200000,高福＊介護保険課,5893,都補助金現年度分高額介護サービス費相当等事業費,41,介護保険事業会計,45,都支出金,3,都補助金,8,地域支援事業交付金（介護予防・日常生活支援総合事業）,1,現年度分,6,高額介護サービス費相当等事業費,0,1137,1247,1247,1247,1137,1247,1247,1247,0,0,0,0,0,110,110,2,都支出金,,,,1,経常,1,1247,0,0,0,0,0,0
2026,0,当初,1,一次経費,3645200000,高福＊介護保険課,6674,都補助金現年度分総合事業指定事業者実施サービス等諸費,41,介護保険事業会計,45,都支出金,3,都補助金,8,地域支援事業交付金（介護予防・日常生活支援総合事業）,1,現年度分,9,総合事業指定事業者実施サービス等諸費,0,159595,160679,160679,160679,159595,160679,160679,160679,0,0,0,0,0,1084,1084,2,都支出金,,,,1,経常,1,160679,0,0,0,0,0,0
2026,0,当初,1,一次経費,3645200000,高福＊介護保険課,1436,財産運用収入基金利子介護給付費準備基金利子,41,介護保険事業会計,46,財産収入,1,財産運用収入,2,利子及配当金,1,基金利子,2,介護給付費準備基金利子,0,34640,48125,65792,65792,34640,48125,65792,65792,0,0,0,0,17667,13485,31152,8,財産収入,,,,1,経常,2,48125,65792,0,0,0,0,0
2026,0,当初,1,一次経費,3645200000,高福＊介護保険課,1437,一般会計繰入金現年度分居宅介護サービス給付費,41,介護保険事業会計,48,繰入金,1,一般会計繰入金,1,介護給付費繰入金,1,現年度分,1,居宅介護サービス給付費,0,4697444,4855973,4855973,4855973,4697444,4855973,4855973,4855973,0,0,0,0,0,158529,158529,9,繰入金,,,,1,経常,1,4855973,0,0,0,0,0,0
2026,0,当初,1,一次経費,3645200000,高福＊介護保険課,1438,一般会計繰入金現年度分施設介護サービス給付費,41,介護保険事業会計,48,繰入金,1,一般会計繰入金,1,介護給付費繰入金,1,現年度分,2,施設介護サービス給付費,0,1668826,1720375,1720375,1720375,1668826,1720375,1720375,1720375,0,0,0,0,0,51549,51549,9,繰入金,,,,1,経常,1,1720375,0,0,0,0,0,0
2026,0,当初,1,一次経費,3645200000,高福＊介護保険課,1439,一般会計繰入金現年度分居宅介護福祉用具購入費,41,介護保険事業会計,48,繰入金,1,一般会計繰入金,1,介護給付費繰入金,1,現年度分,3,居宅介護福祉用具購入費,0,11523,11672,11672,11672,11523,11672,11672,11672,0,0,0,0,0,149,149,9,繰入金,,,,1,経常,1,11672,0,0,0,0,0,0
2026,0,当初,1,一次経費,3645200000,高福＊介護保険課,1440,一般会計繰入金現年度分居宅介護住宅改修費,41,介護保険事業会計,48,繰入金,1,一般会計繰入金,1,介護給付費繰入金,1,現年度分,4,居宅介護住宅改修費,0,17782,17847,17847,17847,17782,17847,17847,17847,0,0,0,0,0,65,65,9,繰入金,,,,1,経常,1,17847,0,0,0,0,0,0
2026,0,当初,1,一次経費,3645200000,高福＊介護保険課,1441,一般会計繰入金現年度分居宅介護サービス計画費,41,介護保険事業会計,48,繰入金,1,一般会計繰入金,1,介護給付費繰入金,1,現年度分,5,居宅介護サービス計画費,0,489264,490750,490750,490750,489264,490750,490750,490750,0,0,0,0,0,1486,1486,9,繰入金,,,,1,経常,1,490750,0,0,0,0,0,0
2026,0,当初,1,一次経費,3645200000,高福＊介護保険課,1446,一般会計繰入金現年度分審査支払手数料,41,介護保険事業会計,48,繰入金,1,一般会計繰入金,1,介護給付費繰入金,1,現年度分,10,審査支払手数料,0,10497,10616,10616,10616,10497,10616,10616,10616,0,0,0,0,0,119,119,9,繰入金,,,,1,経常,1,10616,0,0,0,0,0,0
2026,0,当初,1,一次経費,3645200000,高福＊介護保険課,1447,一般会計繰入金現年度分高額介護サービス費,41,介護保険事業会計,48,繰入金,1,一般会計繰入金,1,介護給付費繰入金,1,現年度分,11,高額介護サービス費,0,289743,295129,295129,295129,289743,295129,295129,295129,0,0,0,0,0,5386,5386,9,繰入金,,,,1,経常,1,295129,0,0,0,0,0,0
2026,0,当初,1,一次経費,3645200000,高福＊介護保険課,1449,一般会計繰入金現年度分予備費,41,介護保険事業会計,48,繰入金,1,一般会計繰入金,1,介護給付費繰入金,1,現年度分,13,予備費,0,30000,30000,30000,30000,30000,30000,30000,30000,0,0,0,0,0,0,0,9,繰入金,,,,1,経常,1,30000,0,0,0,0,0,0
2026,0,当初,1,一次経費,3645200000,高福＊介護保険課,2496,一般会計繰入金現年度分地域密着型介護サービス給付費,41,介護保険事業会計,48,繰入金,1,一般会計繰入金,1,介護給付費繰入金,1,現年度分,14,地域密着型介護サービス給付費,0,1245077,1198875,1198875,1198875,1245077,1198875,1198875,1198875,0,0,0,0,0,-46202,-46202,9,繰入金,,,,1,経常,1,1198875,0,0,0,0,0,0
2026,0,当初,1,一次経費,3645200000,高福＊介護保険課,2497,一般会計繰入金現年度分地域密着型介護予防サービス給付費,41,介護保険事業会計,48,繰入金,1,一般会計繰入金,1,介護給付費繰入金,1,現年度分,15,地域密着型介護予防サービス給付費,0,4804,4486,4486,4486,4804,4486,4486,4486,0,0,0,0,0,-318,-318,9,繰入金,,,,1,経常,1,4486,0,0,0,0,0,0
2026,0,当初,1,一次経費,3645200000,高福＊介護保険課,2498,一般会計繰入金現年度分特定入所者介護サービス費,41,介護保険事業会計,48,繰入金,1,一般会計繰入金,1,介護給付費繰入金,1,現年度分,16,特定入所者介護サービス費,0,96808,83211,83211,83211,96808,83211,83211,83211,0,0,0,0,0,-13597,-13597,9,繰入金,,,,1,経常,1,83211,0,0,0,0,0,0
2026,0,当初,1,一次経費,3645200000,高福＊介護保険課,2499,一般会計繰入金現年度分特定入所者介護予防サービス費,41,介護保険事業会計,48,繰入金,1,一般会計繰入金,1,介護給付費繰入金,1,現年度分,17,特定入所者介護予防サービス費,0,50,50,50,50,50,50,50,50,0,0,0,0,0,0,0,9,繰入金,,,,1,経常,1,50,0,0,0,0,0,0
2026,0,当初,1,一次経費,3645200000,高福＊介護保険課,2539,一般会計繰入金現年度分介護予防サービス給付費,41,介護保険事業会計,48,繰入金,1,一般会計繰入金,1,介護給付費繰入金,1,現年度分,18,介護予防サービス給付費,0,151363,167250,167250,167250,151363,167250,167250,167250,0,0,0,0,0,15887,15887,9,繰入金,,,,1,経常,1,167250,0,0,0,0,0,0
2026,0,当初,1,一次経費,3645200000,高福＊介護保険課,2540,一般会計繰入金現年度分介護予防福祉用具購入費,41,介護保険事業会計,48,繰入金,1,一般会計繰入金,1,介護給付費繰入金,1,現年度分,19,介護予防福祉用具購入費,0,2263,2139,2139,2139,2263,2139,2139,2139,0,0,0,0,0,-124,-124,9,繰入金,,,,1,経常,1,2139,0,0,0,0,0,0
2026,0,当初,1,一次経費,3645200000,高福＊介護保険課,2541,一般会計繰入金現年度分介護予防住宅改修費,41,介護保険事業会計,48,繰入金,1,一般会計繰入金,1,介護給付費繰入金,1,現年度分,20,介護予防住宅改修費,0,9773,10064,10064,10064,9773,10064,10064,10064,0,0,0,0,0,291,291,9,繰入金,,,,1,経常,1,10064,0,0,0,0,0,0
2026,0,当初,1,一次経費,3645200000,高福＊介護保険課,2542,一般会計繰入金現年度分介護予防サービス計画給付費,41,介護保険事業会計,48,繰入金,1,一般会計繰入金,1,介護給付費繰入金,1,現年度分,21,介護予防サービス計画給付費,0,30201,30432,30432,30432,30201,30432,30432,30432,0,0,0,0,0,231,231,9,繰入金,,,,1,経常,1,30432,0,0,0,0,0,0
2026,0,当初,1,一次経費,3645200000,高福＊介護保険課,2543,一般会計繰入金現年度分高額介護予防サービス費,41,介護保険事業会計,48,繰入金,1,一般会計繰入金,1,介護給付費繰入金,1,現年度分,22,高額介護予防サービス費,0,475,624,624,624,475,624,624,624,0,0,0,0,0,149,149,9,繰入金,,,,1,経常,1,624,0,0,0,0,0,0
2026,0,当初,1,一次経費,3645200000,高福＊介護保険課,4020,一般会計繰入金現年度分高額医療合算介護サービス費,41,介護保険事業会計,48,繰入金,1,一般会計繰入金,1,介護給付費繰入金,1,現年度分,25,高額医療合算介護サービス費,0,52929,54071,54071,54071,52929,54071,54071,54071,0,0,0,0,0,1142,1142,9,繰入金,,,,1,経常,1,54071,0,0,0,0,0,0
